,target_name,social_reward,path,energy_cost,total_score,final_target,simulation_index
0,D,23.0,7.0,7.0,16.0,D,1
1,E,15.0,11.0,11.0,4.0,D,1
0,C,26.0,7.0,7.0,19.0,C,2
1,E,15.0,6.0,6.0,9.0,C,2
0,C,26.0,8.0,8.0,18.0,C,3
1,D,23.0,11.0,11.0,12.0,C,3
2,E,15.0,16.0,16.0,-1.0,C,3
0,D,23.0,9.0,9.0,14.0,D,4
0,C,26.0,3.0,3.0,23.0,C,5
1,D,23.0,6.0,6.0,17.0,C,5
2,F,13.0,8.0,8.0,5.0,C,5
0,C,26.0,2.0,2.0,24.0,C,6
1,D,23.0,9.0,9.0,14.0,C,6
0,C,26.0,11.0,11.0,15.0,C,7
1,D,23.0,11.0,11.0,12.0,C,7
2,E,15.0,6.0,6.0,9.0,C,7
0,C,26.0,7.0,7.0,19.0,C,8
1,D,23.0,11.0,11.0,12.0,C,8
2,F,13.0,8.0,8.0,5.0,C,8
0,C,26.0,5.0,5.0,21.0,C,9
1,D,23.0,2.0,2.0,21.0,C,9
2,E,15.0,10.0,10.0,5.0,C,9
3,F,13.0,4.0,4.0,9.0,C,9
0,C,26.0,11.0,11.0,15.0,C,10
1,D,23.0,18.0,18.0,5.0,C,10
2,E,15.0,14.0,14.0,1.0,C,10
3,F,13.0,12.0,12.0,1.0,C,10
0,C,26.0,5.0,5.0,21.0,C,11
1,D,23.0,8.0,8.0,15.0,C,11
0,D,23.0,8.0,8.0,15.0,D,12
1,F,13.0,6.0,6.0,7.0,D,12
0,C,26.0,6.0,6.0,20.0,C,13
1,D,23.0,11.0,11.0,12.0,C,13
2,E,15.0,3.0,3.0,12.0,C,13
3,F,13.0,11.0,11.0,2.0,C,13
0,C,26.0,5.0,5.0,21.0,C,14
1,E,15.0,8.0,8.0,7.0,C,14
0,C,26.0,8.0,8.0,18.0,C,15
1,D,23.0,8.0,8.0,15.0,C,15
2,E,15.0,7.0,7.0,8.0,C,15
3,F,13.0,10.0,10.0,3.0,C,15
0,C,26.0,4.0,4.0,22.0,C,16
0,C,26.0,11.0,11.0,15.0,C,17
1,D,23.0,10.0,10.0,13.0,C,17
2,E,15.0,13.0,13.0,2.0,C,17
0,D,23.0,7.0,7.0,16.0,D,18
1,E,15.0,7.0,7.0,8.0,D,18
0,E,15.0,4.0,4.0,11.0,E,19
0,C,26.0,15.0,15.0,11.0,E,20
1,E,15.0,3.0,3.0,12.0,E,20
2,F,13.0,15.0,15.0,-2.0,E,20
0,D,23.0,8.0,8.0,15.0,D,21
0,C,26.0,13.0,13.0,13.0,C,22
1,E,15.0,22.0,22.0,-7.0,C,22
0,F,13.0,12.0,12.0,1.0,F,23
0,E,15.0,12.0,12.0,3.0,E,24
1,F,13.0,12.0,12.0,1.0,E,24
0,F,13.0,9.0,9.0,4.0,F,25
0,D,23.0,9.0,9.0,14.0,D,26
1,E,15.0,7.0,7.0,8.0,D,26
0,F,13.0,4.0,4.0,9.0,F,27
0,E,15.0,3.0,3.0,12.0,E,28
0,E,15.0,12.0,12.0,3.0,E,29
0,C,26.0,4.0,4.0,22.0,C,30
1,D,23.0,14.0,14.0,9.0,C,30
2,E,15.0,7.0,7.0,8.0,C,30
3,F,13.0,7.0,7.0,6.0,C,30
0,C,26.0,8.0,8.0,18.0,C,31
1,D,23.0,14.0,14.0,9.0,C,31
2,E,15.0,3.0,3.0,12.0,C,31
3,F,13.0,12.0,12.0,1.0,C,31
0,C,26.0,13.0,13.0,13.0,C,32
1,F,13.0,10.0,10.0,3.0,C,32
0,C,26.0,14.0,14.0,12.0,C,33
1,E,15.0,10.0,10.0,5.0,C,33
2,F,13.0,19.0,19.0,-6.0,C,33
0,C,26.0,14.0,14.0,12.0,D,34
1,D,23.0,8.0,8.0,15.0,D,34
2,E,15.0,5.0,5.0,10.0,D,34
3,F,13.0,12.0,12.0,1.0,D,34
0,D,23.0,2.0,2.0,21.0,D,35
1,E,15.0,15.0,15.0,0.0,D,35
0,C,26.0,10.0,10.0,16.0,D,36
1,D,23.0,2.0,2.0,21.0,D,36
2,F,13.0,11.0,11.0,2.0,D,36
0,D,23.0,13.0,13.0,10.0,D,37
1,E,15.0,20.0,20.0,-5.0,D,37
2,F,13.0,9.0,9.0,4.0,D,37
0,C,26.0,10.0,10.0,16.0,D,38
1,D,23.0,7.0,7.0,16.0,D,38
2,E,15.0,11.0,11.0,4.0,D,38
3,F,13.0,16.0,16.0,-3.0,D,38
0,C,26.0,13.0,13.0,13.0,C,39
1,E,15.0,7.0,7.0,8.0,C,39
0,D,23.0,8.0,8.0,15.0,D,40
1,E,15.0,9.0,9.0,6.0,D,40
2,F,13.0,5.0,5.0,8.0,D,40
0,C,26.0,16.0,16.0,10.0,D,41
1,D,23.0,2.0,2.0,21.0,D,41
2,E,15.0,6.0,6.0,9.0,D,41
3,F,13.0,9.0,9.0,4.0,D,41
0,C,26.0,4.0,4.0,22.0,C,42
1,D,23.0,14.0,14.0,9.0,C,42
2,F,13.0,12.0,12.0,1.0,C,42
0,C,26.0,7.0,7.0,19.0,C,43
1,D,23.0,5.0,5.0,18.0,C,43
2,F,13.0,6.0,6.0,7.0,C,43
0,C,26.0,15.0,15.0,11.0,D,44
1,D,23.0,6.0,6.0,17.0,D,44
2,E,15.0,10.0,10.0,5.0,D,44
3,F,13.0,18.0,18.0,-5.0,D,44
0,C,26.0,5.0,5.0,21.0,C,45
1,D,23.0,5.0,5.0,18.0,C,45
2,E,15.0,2.0,2.0,13.0,C,45
3,F,13.0,5.0,5.0,8.0,C,45
0,E,15.0,10.0,10.0,5.0,E,46
0,E,15.0,13.0,13.0,2.0,E,47
1,F,13.0,18.0,18.0,-5.0,E,47
0,C,26.0,14.0,14.0,12.0,C,48
1,D,23.0,18.0,18.0,5.0,C,48
0,C,26.0,9.0,9.0,17.0,C,49
1,D,23.0,9.0,9.0,14.0,C,49
2,E,15.0,16.0,16.0,-1.0,C,49
0,D,23.0,13.0,13.0,10.0,D,50
0,C,26.0,18.0,18.0,8.0,D,51
1,D,23.0,8.0,8.0,15.0,D,51
0,C,26.0,14.0,14.0,12.0,D,52
1,D,23.0,11.0,11.0,12.0,D,52
0,E,15.0,9.0,9.0,6.0,F,53
1,F,13.0,6.0,6.0,7.0,F,53
0,C,26.0,3.0,3.0,23.0,C,54
0,D,23.0,8.0,8.0,15.0,D,55
1,E,15.0,14.0,14.0,1.0,D,55
2,F,13.0,8.0,8.0,5.0,D,55
0,C,26.0,12.0,12.0,14.0,C,56
1,F,13.0,5.0,5.0,8.0,C,56
0,E,15.0,7.0,7.0,8.0,E,57
0,C,26.0,7.0,7.0,19.0,C,58
1,D,23.0,11.0,11.0,12.0,C,58
2,E,15.0,12.0,12.0,3.0,C,58
3,F,13.0,7.0,7.0,6.0,C,58
0,C,26.0,12.0,12.0,14.0,D,59
1,D,23.0,8.0,8.0,15.0,D,59
2,E,15.0,6.0,6.0,9.0,D,59
0,E,15.0,7.0,7.0,8.0,E,60
1,F,13.0,9.0,9.0,4.0,E,60
0,C,26.0,12.0,12.0,14.0,C,61
1,E,15.0,15.0,15.0,0.0,C,61
0,E,15.0,17.0,17.0,-2.0,E,62
0,C,26.0,10.0,10.0,16.0,D,63
1,D,23.0,7.0,7.0,16.0,D,63
2,E,15.0,2.0,2.0,13.0,D,63
3,F,13.0,10.0,10.0,3.0,D,63
0,C,26.0,9.0,9.0,17.0,C,64
1,E,15.0,5.0,5.0,10.0,C,64
0,C,26.0,9.0,9.0,17.0,C,65
1,E,15.0,6.0,6.0,9.0,C,65
0,D,23.0,5.0,5.0,18.0,D,66
1,E,15.0,10.0,10.0,5.0,D,66
2,F,13.0,9.0,9.0,4.0,D,66
0,C,26.0,12.0,12.0,14.0,C,67
1,E,15.0,13.0,13.0,2.0,C,67
2,F,13.0,15.0,15.0,-2.0,C,67
0,E,15.0,12.0,12.0,3.0,E,68
0,D,23.0,17.0,17.0,6.0,F,69
1,E,15.0,12.0,12.0,3.0,F,69
2,F,13.0,6.0,6.0,7.0,F,69
0,C,26.0,9.0,9.0,17.0,C,70
1,D,23.0,6.0,6.0,17.0,C,70
2,F,13.0,7.0,7.0,6.0,C,70
0,C,26.0,15.0,15.0,11.0,D,71
1,D,23.0,8.0,8.0,15.0,D,71
2,E,15.0,5.0,5.0,10.0,D,71
3,F,13.0,8.0,8.0,5.0,D,71
0,F,13.0,7.0,7.0,6.0,F,72
0,D,23.0,3.0,3.0,20.0,D,73
1,E,15.0,11.0,11.0,4.0,D,73
0,E,15.0,10.0,10.0,5.0,E,74
1,F,13.0,9.0,9.0,4.0,E,74
