,target_name,social_reward,path,energy_cost,total_score,final_target,simulation_index
0,C,0.5087947805299895,0.12903225806451613,0.3811866206950807,0.1276081598349088,C,1
1,D,0.4825372171149341,0.2903225806451613,0.5180142509839053,-0.03547703386897122,C,1
2,E,0.4555221374199898,0.41935483870967744,0.5257688935224252,-0.07024675610243536,C,1
3,F,0.5259764997966099,0.16129032258064516,0.4245593895966956,0.10141711019991428,C,1
0,C,0.5087947805299895,0.3783783783783784,0.530523735405374,-0.02172895487538451,E,2
1,D,0.4825372171149341,0.2702702702702703,0.5101419650652939,-0.027604747950359776,E,2
2,E,0.4555221374199898,0.10810810810810811,0.34696793141934595,0.10855420600064386,E,2
3,F,0.5259764997966099,0.24324324324324326,0.4961014939913443,0.029875005805265586,E,2
0,C,0.5087947805299895,0.23255813953488372,0.48938061856156645,0.01941416196842305,D,3
1,D,0.4825372171149341,0.06976744186046512,0.26799783167308894,0.21453938544184514,D,3
2,E,0.4555221374199898,0.23255813953488372,0.48938061856156645,-0.033858481141576635,D,3
3,F,0.5259764997966099,0.46511627906976744,0.5136449580533654,0.012331541743244467,D,3
0,C,0.5087947805299895,0.2,0.46438561897747244,0.04440916155251706,C,4
1,D,0.4825372171149341,0.24,0.4941344853728565,-0.0115972682579224,C,4
2,E,0.4555221374199898,0.28,0.5142203549607938,-0.058698217540803954,C,4
3,F,0.5259764997966099,0.28,0.5142203549607938,0.011756144835816107,C,4
0,C,0.5087947805299895,0.10526315789473684,0.34188710667827216,0.16690767385171734,C,5
1,D,0.4825372171149341,0.34210526315789475,0.5294037194455898,-0.04686650233065576,C,5
2,E,0.4555221374199898,0.2894736842105263,0.5177224958649782,-0.06220035844498839,C,5
3,F,0.5259764997966099,0.2631578947368421,0.5068419522516376,0.019134547544972236,C,5
0,C,0.5087947805299895,0.3695652173913043,0.530732281558988,-0.021937501028998496,E,6
1,D,0.4825372171149341,0.21739130434782608,0.47861605677601093,0.003921160338923146,E,6
2,E,0.4555221374199898,0.10869565217391304,0.3480036805619185,0.10751845685807132,E,6
3,F,0.5259764997966099,0.30434782608695654,0.5223238799128636,0.003652619883746322,E,6
0,C,0.5087947805299895,0.25,0.5,0.008794780529989499,C,7
1,D,0.4825372171149341,0.25,0.5,-0.01746278288506592,C,7
2,E,0.4555221374199898,0.2,0.46438561897747244,-0.008863481557482622,C,7
3,F,0.5259764997966099,0.3,0.5210896782498619,0.004886821546748021,C,7
0,C,0.5087947805299895,0.2631578947368421,0.5068419522516376,0.0019528282783518591,F,8
1,D,0.4825372171149341,0.2631578947368421,0.5068419522516376,-0.02430473513670356,F,8
2,E,0.4555221374199898,0.2807017543859649,0.5144954425725591,-0.058973305152569266,F,8
3,F,0.5259764997966099,0.19298245614035087,0.4580358307158226,0.06794066908078727,F,8
0,C,0.5087947805299895,0.3125,0.5243974703476992,-0.015602689817709736,F,9
1,D,0.4825372171149341,0.25,0.5,-0.01746278288506592,F,9
2,E,0.4555221374199898,0.34375,0.529570381093429,-0.0740482436734392,F,9
3,F,0.5259764997966099,0.09375,0.3201597655573916,0.20581673423921826,F,9
0,C,0.5087947805299895,0.25,0.5,0.008794780529989499,F,10
1,D,0.4825372171149341,0.25,0.5,-0.01746278288506592,F,10
2,E,0.4555221374199898,0.25,0.5,-0.044477862580010186,F,10
3,F,0.5259764997966099,0.25,0.5,0.025976499796609875,F,10
0,C,0.5087947805299895,0.47619047619047616,0.5097092037578086,-0.0009144232278190945,F,11
1,D,0.4825372171149341,0.23809523809523808,0.4929498399741424,-0.010412622859208298,F,11
2,E,0.4555221374199898,0.14285714285714285,0.40105070315108626,0.05447143426890355,F,11
3,F,0.5259764997966099,0.14285714285714285,0.40105070315108626,0.12492579664552361,F,11
0,C,0.5087947805299895,0.3,0.5210896782498619,-0.012294897719872355,F,12
1,D,0.4825372171149341,0.275,0.5121865309687679,-0.029649313853833792,F,12
2,E,0.4555221374199898,0.275,0.5121865309687679,-0.05666439354877806,F,12
3,F,0.5259764997966099,0.15,0.4105448391249309,0.11543166067167898,F,12
0,C,0.5087947805299895,0.15151515151515152,0.4124948521925896,0.09629992833739992,C,13
1,D,0.4825372171149341,0.24242424242424243,0.49561069560204934,-0.013073478487115264,C,13
2,E,0.4555221374199898,0.18181818181818182,0.44716938520678134,0.00835275221320847,C,13
3,F,0.5259764997966099,0.42424242424242425,0.5248045079458148,0.0011719918507950844,C,13
0,C,0.5087947805299895,0.34146341463414637,0.529335589166993,-0.02054080863700347,F,14
1,D,0.48253721711493414,0.1951219512195122,0.46001014724255296,0.022527069872381178,F,14
2,E,0.45552213741998976,0.21951219512195122,0.48021080557516926,-0.024688668155179505,F,14
3,F,0.5259764997966099,0.24390243902439024,0.4964936365196881,0.02948286327692179,F,14
0,C,0.5087947805299895,0.36363636363636365,0.530702406777199,-0.021907626247209544,D,15
1,D,0.4825372171149341,0.10909090909090909,0.3486978777603822,0.1338393393545519,D,15
2,E,0.4555221374199898,0.21818181818181817,0.4792139373389462,-0.02369179991895637,D,15
3,F,0.5259764997966099,0.3090909090909091,0.5235681241575171,0.002408375639092797,D,15
0,C,0.5087947805299895,0.1891891891891892,0.4544510568918762,0.054343723638113295,F,16
1,D,0.4825372171149341,0.2702702702702703,0.5101419650652939,-0.027604747950359776,F,16
2,E,0.4555221374199898,0.35135135135135137,0.5301939842524905,-0.07467184683250072,F,16
3,F,0.5259764997966099,0.1891891891891892,0.4544510568918762,0.07152544290473367,F,16
0,C,0.5087947805299895,0.13333333333333333,0.3875854127478025,0.121209367782187,C,17
1,D,0.4825372171149341,0.43333333333333335,0.5227953802358848,-0.04025816312095071,C,17
2,E,0.4555221374199898,0.23333333333333334,0.48989165716188005,-0.03436951974189023,C,17
3,F,0.5259764997966099,0.2,0.46438561897747244,0.06159088081913744,C,17
0,C,0.5087947805299895,0.16666666666666666,0.430827083453526,0.0779676970764635,C,18
1,D,0.48253721711493414,0.26666666666666666,0.5085041588289383,-0.025966941714004155,C,18
2,E,0.45552213741998976,0.3333333333333333,0.5283208335737187,-0.07279869615372897,C,18
3,F,0.5259764997966099,0.23333333333333334,0.48989165716188005,0.03608484263472983,C,18
0,C,0.5087947805299895,0.2727272727272727,0.5112188503407658,-0.0024240698107762526,D,19
1,D,0.4825372171149341,0.18181818181818182,0.44716938520678134,0.035367831908152736,D,19
2,E,0.4555221374199898,0.21212121212121213,0.47452346609411955,-0.019001328674129736,D,19
3,F,0.5259764997966099,0.3333333333333333,0.5283208335737187,-0.0023443337771088535,D,19
0,C,0.5087947805299895,0.05714285714285714,0.23595902953971234,0.2728357509902771,C,20
1,D,0.4825372171149341,0.2,0.46438561897747244,0.018151598137461644,C,20
2,E,0.4555221374199898,0.34285714285714286,0.5294813198481635,-0.07395918242817368,C,20
3,F,0.5259764997966099,0.4,0.5287712379549449,-0.002794738158334975,C,20
0,C,0.5087947805299895,0.18421052631578946,0.44957916157110184,0.05921561895888766,F,21
1,D,0.48253721711493414,0.3684210526315789,0.5307372705106247,-0.048200053395690556,F,21
2,E,0.45552213741998976,0.2631578947368421,0.5068419522516376,-0.05131981483164788,F,21
3,F,0.5259764997966099,0.18421052631578946,0.44957916157110184,0.07639733822550804,F,21
0,C,0.5087947805299895,0.38095238095238093,0.5304066372490516,-0.021611856719062073,D,22
1,D,0.48253721711493414,0.11904761904761904,0.36552253903469023,0.1170146780802439,D,22
2,E,0.45552213741998976,0.21428571428571427,0.4762269474292389,-0.02070481000924912,D,22
3,F,0.5259764997966099,0.2857142857142857,0.5163871205878868,0.009589379208723048,D,22
0,C,0.5087947805299895,0.25,0.5,0.008794780529989499,E,23
1,D,0.4825372171149341,0.25,0.5,-0.01746278288506592,E,23
2,E,0.4555221374199898,0.125,0.375,0.08052213741998981,E,23
3,F,0.5259764997966099,0.375,0.5306390622295665,-0.004662562432956596,E,23
0,C,0.5087947805299895,0.13333333333333333,0.3875854127478025,0.121209367782187,D,24
1,D,0.4825372171149341,0.1,0.33219280948873625,0.15034440762619783,D,24
2,E,0.4555221374199898,0.3,0.5210896782498619,-0.06556754082987204,D,24
3,F,0.5259764997966099,0.4666666666666667,0.5131166476570933,0.01285985213951657,D,24
0,C,0.5087947805299895,0.21153846153846154,0.4740594056642643,0.0347353748657252,C,25
1,D,0.4825372171149341,0.28846153846153844,0.5173699391920885,-0.03483272207715443,C,25
2,E,0.4555221374199898,0.19230769230769232,0.45740608139494804,-0.0018839439749582243,C,25
3,F,0.5259764997966099,0.3076923076923077,0.5232122209664899,0.0027642788301199817,C,25
0,C,0.5087947805299895,0.14285714285714285,0.40105070315108626,0.10774407737890324,C,26
1,D,0.4825372171149341,0.45714285714285713,0.5162436648891275,-0.03370644777419346,C,26
2,E,0.4555221374199898,0.11428571428571428,0.3576323447937104,0.09788979262627939,C,26
3,F,0.5259764997966099,0.2857142857142857,0.5163871205878868,0.009589379208723048,C,26
0,C,0.5087947805299895,0.20833333333333334,0.47146550121537373,0.03732927931461577,D,27
1,D,0.4825372171149341,0.16666666666666666,0.430827083453526,0.051710133661408086,D,27
2,E,0.4555221374199898,0.16666666666666666,0.430827083453526,0.02469505396646382,D,27
3,F,0.5259764997966099,0.4583333333333333,0.515868320955102,0.010108178841507831,D,27
0,C,0.5087947805299895,0.1320754716981132,0.38573507033092763,0.12305971019906187,C,28
1,D,0.4825372171149341,0.32075471698113206,0.5261845174777098,-0.0436473003627757,C,28
2,E,0.4555221374199898,0.3018867924528302,0.5216363636417205,-0.06611422622173069,C,28
3,F,0.5259764997966099,0.24528301886792453,0.4973065957261772,0.028669904070432684,C,28
0,C,0.5087947805299895,0.21052631578947367,0.47324789756707064,0.03554688296291886,C,29
1,D,0.4825372171149341,0.2631578947368421,0.5068419522516376,-0.02430473513670356,C,29
2,E,0.4555221374199898,0.2631578947368421,0.5068419522516376,-0.051319814831647825,C,29
3,F,0.5259764997966099,0.2631578947368421,0.5068419522516376,0.019134547544972236,C,29
0,C,0.5087947805299895,0.09090909090909091,0.3144937835124816,0.19430099701750791,C,30
1,D,0.48253721711493414,0.45454545454545453,0.5170470562499704,-0.03450983913503625,C,30
2,E,0.45552213741998976,0.24242424242424243,0.49561069560204934,-0.040088558182059586,C,30
3,F,0.5259764997966099,0.21212121212121213,0.47452346609411955,0.051453033702490325,C,30
0,C,0.5087947805299895,0.18518518518518517,0.45054803838446417,0.05824674214552533,E,31
1,D,0.48253721711493414,0.48148148148148145,0.507697081195959,-0.025159864081024885,E,31
2,E,0.45552213741998976,0.1111111111111111,0.3522138890491458,0.10330824837084396,E,31
3,F,0.5259764997966099,0.2222222222222222,0.48220555587606945,0.04377094392054043,E,31
0,C,0.5087947805299895,0.17073170731707318,0.4353995019005697,0.0733952786294198,E,32
1,D,0.4825372171149341,0.43902439024390244,0.5213972209064363,-0.03886000379150217,E,32
2,E,0.4555221374199898,0.07317073170731707,0.2760431344314825,0.17947900298850733,E,32
3,F,0.5259764997966099,0.3170731707317073,0.525425846931729,0.000550652864880874,E,32
0,C,0.5087947805299895,0.1875,0.45281953111478324,0.05597524941520626,F,33
1,D,0.4825372171149341,0.34375,0.529570381093429,-0.04703316397849494,F,33
2,E,0.4555221374199898,0.296875,0.5201465194464355,-0.06462438202644571,F,33
3,F,0.5259764997966099,0.171875,0.4366601905467145,0.08931630924989536,F,33
0,C,0.5087947805299895,0.2727272727272727,0.5112188503407658,-0.0024240698107762526,D,34
1,D,0.4825372171149341,0.18181818181818182,0.44716938520678134,0.035367831908152736,D,34
2,E,0.4555221374199898,0.2727272727272727,0.5112188503407658,-0.05569671292077594,D,34
