,target_name,social_reward,path,energy_cost,total_score,final_target,simulation_index
0,C,26.0,7.0,7.0,19.0,C,1
1,E,18.0,9.0,9.0,9.0,C,1
2,F,26.0,8.0,8.0,18.0,C,1
0,C,26.0,3.0,3.0,23.0,F,2
1,F,26.0,3.0,3.0,23.0,F,2
0,C,26.0,8.0,8.0,18.0,F,3
1,D,23.0,6.0,6.0,17.0,F,3
2,E,18.0,8.0,8.0,10.0,F,3
3,F,26.0,3.0,3.0,23.0,F,3
0,C,26.0,7.0,7.0,19.0,C,4
1,E,18.0,10.0,10.0,8.0,C,4
2,F,26.0,9.0,9.0,17.0,C,4
0,D,23.0,12.0,12.0,11.0,F,5
1,F,26.0,7.0,7.0,19.0,F,5
0,C,26.0,14.0,14.0,12.0,C,6
0,C,26.0,15.0,15.0,11.0,C,7
0,E,18.0,17.0,17.0,1.0,F,8
1,F,26.0,16.0,16.0,10.0,F,8
0,C,26.0,21.0,21.0,5.0,D,9
1,D,23.0,15.0,15.0,8.0,D,9
2,E,18.0,10.0,10.0,8.0,D,9
3,F,26.0,20.0,20.0,6.0,D,9
0,C,26.0,15.0,15.0,11.0,F,10
1,E,18.0,10.0,10.0,8.0,F,10
2,F,26.0,5.0,5.0,21.0,F,10
0,D,23.0,5.0,5.0,18.0,D,11
1,E,18.0,13.0,13.0,5.0,D,11
0,C,26.0,12.0,12.0,14.0,E,12
1,E,18.0,4.0,4.0,14.0,E,12
0,C,26.0,14.0,14.0,12.0,E,13
1,E,18.0,3.0,3.0,15.0,E,13
0,E,18.0,11.0,11.0,7.0,E,14
0,C,26.0,3.0,3.0,23.0,C,15
1,E,18.0,15.0,15.0,3.0,C,15
2,F,26.0,13.0,13.0,13.0,C,15
0,E,18.0,7.0,7.0,11.0,E,16
0,C,26.0,10.0,10.0,16.0,F,17
1,D,23.0,11.0,11.0,12.0,F,17
2,E,18.0,5.0,5.0,13.0,F,17
3,F,26.0,4.0,4.0,22.0,F,17
0,C,26.0,3.0,3.0,23.0,C,18
1,E,18.0,10.0,10.0,8.0,C,18
0,E,18.0,11.0,11.0,7.0,F,19
1,F,26.0,13.0,13.0,13.0,F,19
0,E,18.0,20.0,20.0,-2.0,F,20
1,F,26.0,22.0,22.0,4.0,F,20
0,C,26.0,14.0,14.0,12.0,D,21
1,D,23.0,9.0,9.0,14.0,D,21
0,D,23.0,6.0,6.0,17.0,D,22
1,E,18.0,14.0,14.0,4.0,D,22
2,F,26.0,11.0,11.0,15.0,D,22
0,D,23.0,10.0,10.0,13.0,E,23
1,E,18.0,3.0,3.0,15.0,E,23
0,C,26.0,13.0,13.0,13.0,C,24
1,D,23.0,12.0,12.0,11.0,C,24
2,E,18.0,6.0,6.0,12.0,C,24
0,C,26.0,10.0,10.0,16.0,C,25
