,target_name,social_reward,path,energy_cost,total_score,final_target,simulation_index
0,E,13.0,9.0,9.0,4.0,E,1
0,D,26.0,10.0,10.0,16.0,D,2
0,C,20.0,11.0,11.0,9.0,D,3
1,D,26.0,11.0,11.0,15.0,D,3
2,E,13.0,8.0,8.0,5.0,D,3
3,F,3.0,13.0,13.0,-10.0,D,3
0,C,20.0,13.0,13.0,7.0,C,4
1,E,13.0,9.0,9.0,4.0,C,4
2,F,3.0,8.0,8.0,-5.0,C,4
0,C,20.0,6.0,6.0,14.0,D,5
1,D,26.0,8.0,8.0,18.0,D,5
2,E,13.0,13.0,13.0,0.0,D,5
3,F,3.0,15.0,15.0,-12.0,D,5
0,D,26.0,4.0,4.0,22.0,D,6
0,C,20.0,8.0,8.0,12.0,C,7
1,F,3.0,19.0,19.0,-16.0,C,7
0,C,20.0,6.0,6.0,14.0,D,8
1,D,26.0,7.0,7.0,19.0,D,8
2,E,13.0,8.0,8.0,5.0,D,8
3,F,3.0,13.0,13.0,-10.0,D,8
0,C,20.0,13.0,13.0,7.0,C,9
1,D,26.0,21.0,21.0,5.0,C,9
2,E,13.0,12.0,12.0,1.0,C,9
3,F,3.0,7.0,7.0,-4.0,C,9
0,E,13.0,8.0,8.0,5.0,E,10
0,D,26.0,13.0,13.0,13.0,D,11
1,F,3.0,8.0,8.0,-5.0,D,11
0,E,13.0,13.0,13.0,0.0,E,12
0,C,20.0,15.0,15.0,5.0,C,13
0,C,20.0,15.0,15.0,5.0,D,14
1,D,26.0,3.0,3.0,23.0,D,14
0,C,20.0,9.0,9.0,11.0,C,15
1,D,26.0,15.0,15.0,11.0,C,15
2,E,13.0,13.0,13.0,0.0,C,15
3,F,3.0,16.0,16.0,-13.0,C,15
0,F,3.0,10.0,10.0,-7.0,F,16
0,C,20.0,5.0,5.0,15.0,C,17
0,C,20.0,10.0,10.0,10.0,C,18
0,C,20.0,13.0,13.0,7.0,D,19
1,D,26.0,5.0,5.0,21.0,D,19
2,E,13.0,7.0,7.0,6.0,D,19
3,F,3.0,8.0,8.0,-5.0,D,19
0,C,20.0,7.0,7.0,13.0,C,20
1,E,13.0,3.0,3.0,10.0,C,20
0,C,20.0,8.0,8.0,12.0,C,21
1,E,13.0,7.0,7.0,6.0,C,21
0,E,13.0,7.0,7.0,6.0,E,22
0,D,26.0,7.0,7.0,19.0,D,23
1,E,13.0,13.0,13.0,0.0,D,23
2,F,3.0,6.0,6.0,-3.0,D,23
0,C,20.0,13.0,13.0,7.0,C,24
1,E,13.0,10.0,10.0,3.0,C,24
0,C,20.0,17.0,17.0,3.0,E,25
1,E,13.0,10.0,10.0,3.0,E,25
2,F,3.0,8.0,8.0,-5.0,E,25
0,C,20.0,14.0,14.0,6.0,C,26
0,C,20.0,4.0,4.0,16.0,C,27
1,F,3.0,14.0,14.0,-11.0,C,27
0,F,3.0,12.0,12.0,-9.0,F,28
0,E,13.0,14.0,14.0,-1.0,F,29
1,F,3.0,3.0,3.0,0.0,F,29
0,C,20.0,10.0,10.0,10.0,D,30
1,D,26.0,16.0,16.0,10.0,D,30
2,E,13.0,13.0,13.0,0.0,D,30
3,F,3.0,9.0,9.0,-6.0,D,30
0,E,13.0,13.0,13.0,0.0,E,31
0,C,20.0,6.0,6.0,14.0,D,32
1,D,26.0,9.0,9.0,17.0,D,32
2,E,13.0,9.0,9.0,4.0,D,32
3,F,3.0,11.0,11.0,-8.0,D,32
0,C,20.0,16.0,16.0,4.0,D,33
1,D,26.0,7.0,7.0,19.0,D,33
2,F,3.0,11.0,11.0,-8.0,D,33
0,C,20.0,11.0,11.0,9.0,D,34
1,D,26.0,7.0,7.0,19.0,D,34
2,E,13.0,7.0,7.0,6.0,D,34
3,F,3.0,5.0,5.0,-2.0,D,34
0,C,20.0,18.0,18.0,2.0,D,35
1,D,26.0,6.0,6.0,20.0,D,35
2,F,3.0,3.0,3.0,0.0,D,35
0,C,20.0,7.0,7.0,13.0,D,36
1,D,26.0,11.0,11.0,15.0,D,36
0,D,26.0,6.0,6.0,20.0,D,37
0,C,20.0,13.0,13.0,7.0,D,38
1,D,26.0,6.0,6.0,20.0,D,38
2,E,13.0,10.0,10.0,3.0,D,38
3,F,3.0,8.0,8.0,-5.0,D,38
0,D,26.0,15.0,15.0,11.0,D,39
1,E,13.0,8.0,8.0,5.0,D,39
0,C,20.0,9.0,9.0,11.0,C,40
1,E,13.0,8.0,8.0,5.0,C,40
0,C,20.0,2.0,2.0,18.0,C,41
1,E,13.0,2.0,2.0,11.0,C,41
2,F,3.0,12.0,12.0,-9.0,C,41
0,C,20.0,14.0,14.0,6.0,C,42
0,E,13.0,4.0,4.0,9.0,E,43
0,D,26.0,14.0,14.0,12.0,D,44
0,F,3.0,4.0,4.0,-1.0,F,45
0,F,3.0,4.0,4.0,-1.0,F,46
0,C,20.0,9.0,9.0,11.0,C,47
1,E,13.0,5.0,5.0,8.0,C,47
0,C,20.0,12.0,12.0,8.0,C,48
1,D,26.0,25.0,25.0,1.0,C,48
2,E,13.0,6.0,6.0,7.0,C,48
3,F,3.0,9.0,9.0,-6.0,C,48
0,C,20.0,7.0,7.0,13.0,D,49
1,D,26.0,9.0,9.0,17.0,D,49
2,E,13.0,6.0,6.0,7.0,D,49
3,F,3.0,5.0,5.0,-2.0,D,49
0,C,20.0,9.0,9.0,11.0,D,50
1,D,26.0,9.0,9.0,17.0,D,50
2,E,13.0,4.0,4.0,9.0,D,50
3,F,3.0,7.0,7.0,-4.0,D,50
0,C,20.0,6.0,6.0,14.0,D,51
1,D,26.0,11.0,11.0,15.0,D,51
2,F,3.0,3.0,3.0,0.0,D,51
0,D,26.0,10.0,10.0,16.0,D,52
1,E,13.0,4.0,4.0,9.0,D,52
0,D,26.0,9.0,9.0,17.0,D,53
1,F,3.0,10.0,10.0,-7.0,D,53
0,D,26.0,12.0,12.0,14.0,D,54
1,E,13.0,11.0,11.0,2.0,D,54
2,F,3.0,7.0,7.0,-4.0,D,54
0,D,26.0,5.0,5.0,21.0,D,55
1,E,13.0,13.0,13.0,0.0,D,55
2,F,3.0,8.0,8.0,-5.0,D,55
0,C,20.0,3.0,3.0,17.0,C,56
1,D,26.0,11.0,11.0,15.0,C,56
2,E,13.0,11.0,11.0,2.0,C,56
3,F,3.0,7.0,7.0,-4.0,C,56
0,C,20.0,13.0,13.0,7.0,D,57
1,D,26.0,19.0,19.0,7.0,D,57
2,E,13.0,9.0,9.0,4.0,D,57
3,F,3.0,14.0,14.0,-11.0,D,57
0,D,26.0,6.0,6.0,20.0,D,58
1,E,13.0,12.0,12.0,1.0,D,58
0,C,20.0,2.0,2.0,18.0,C,59
1,D,26.0,15.0,15.0,11.0,C,59
2,E,13.0,9.0,9.0,4.0,C,59
0,C,20.0,8.0,8.0,12.0,D,60
1,D,26.0,8.0,8.0,18.0,D,60
0,C,20.0,10.0,10.0,10.0,C,61
1,E,13.0,13.0,13.0,0.0,C,61
0,C,20.0,13.0,13.0,7.0,C,62
1,F,3.0,2.0,2.0,1.0,C,62
0,C,20.0,13.0,13.0,7.0,D,63
1,D,26.0,3.0,3.0,23.0,D,63
0,C,20.0,11.0,11.0,9.0,D,64
1,D,26.0,13.0,13.0,13.0,D,64
2,E,13.0,9.0,9.0,4.0,D,64
3,F,3.0,12.0,12.0,-9.0,D,64
0,C,20.0,7.0,7.0,13.0,C,65
1,E,13.0,12.0,12.0,1.0,C,65
2,F,3.0,11.0,11.0,-8.0,C,65
0,C,20.0,2.0,2.0,18.0,D,66
1,D,26.0,7.0,7.0,19.0,D,66
2,E,13.0,10.0,10.0,3.0,D,66
3,F,3.0,4.0,4.0,-1.0,D,66
0,C,20.0,9.0,9.0,11.0,D,67
1,D,26.0,6.0,6.0,20.0,D,67
2,E,13.0,4.0,4.0,9.0,D,67
0,C,20.0,6.0,6.0,14.0,C,68
1,D,26.0,19.0,19.0,7.0,C,68
0,C,20.0,3.0,3.0,17.0,C,69
0,D,26.0,7.0,7.0,19.0,D,70
1,F,3.0,13.0,13.0,-10.0,D,70
0,C,20.0,14.0,14.0,6.0,C,71
1,E,13.0,12.0,12.0,1.0,C,71
2,F,3.0,14.0,14.0,-11.0,C,71
0,D,26.0,14.0,14.0,12.0,D,72
1,E,13.0,10.0,10.0,3.0,D,72
2,F,3.0,18.0,18.0,-15.0,D,72
0,D,26.0,17.0,17.0,9.0,D,73
1,E,13.0,8.0,8.0,5.0,D,73
0,C,20.0,7.0,7.0,13.0,C,74
1,E,13.0,6.0,6.0,7.0,C,74
0,C,20.0,11.0,11.0,9.0,D,75
1,D,26.0,10.0,10.0,16.0,D,75
0,E,13.0,4.0,4.0,9.0,E,76
0,C,20.0,8.0,8.0,12.0,D,77
1,D,26.0,7.0,7.0,19.0,D,77
2,E,13.0,8.0,8.0,5.0,D,77
3,F,3.0,7.0,7.0,-4.0,D,77
0,D,26.0,12.0,12.0,14.0,D,78
1,E,13.0,12.0,12.0,1.0,D,78
2,F,3.0,7.0,7.0,-4.0,D,78
0,D,26.0,2.0,2.0,24.0,D,79
1,E,13.0,15.0,15.0,-2.0,D,79
2,F,3.0,12.0,12.0,-9.0,D,79
0,C,20.0,12.0,12.0,8.0,D,80
1,D,26.0,7.0,7.0,19.0,D,80
2,E,13.0,10.0,10.0,3.0,D,80
3,F,3.0,17.0,17.0,-14.0,D,80
0,F,3.0,12.0,12.0,-9.0,F,81
0,C,20.0,7.0,7.0,13.0,D,82
1,D,26.0,7.0,7.0,19.0,D,82
2,E,13.0,9.0,9.0,4.0,D,82
3,F,3.0,11.0,11.0,-8.0,D,82
0,C,20.0,4.0,4.0,16.0,D,83
1,D,26.0,6.0,6.0,20.0,D,83
2,E,13.0,12.0,12.0,1.0,D,83
0,D,26.0,5.0,5.0,21.0,D,84
0,C,20.0,9.0,9.0,11.0,D,85
1,D,26.0,11.0,11.0,15.0,D,85
2,E,13.0,3.0,3.0,10.0,D,85
3,F,3.0,13.0,13.0,-10.0,D,85
0,C,20.0,2.0,2.0,18.0,C,86
1,E,13.0,14.0,14.0,-1.0,C,86
0,C,20.0,10.0,10.0,10.0,C,87
1,D,26.0,16.0,16.0,10.0,C,87
2,E,13.0,17.0,17.0,-4.0,C,87
3,F,3.0,11.0,11.0,-8.0,C,87
0,C,20.0,5.0,5.0,15.0,D,88
1,D,26.0,6.0,6.0,20.0,D,88
0,C,20.0,6.0,6.0,14.0,C,89
1,E,13.0,11.0,11.0,2.0,C,89
0,C,20.0,9.0,9.0,11.0,D,90
1,D,26.0,12.0,12.0,14.0,D,90
2,E,13.0,13.0,13.0,0.0,D,90
0,F,3.0,10.0,10.0,-7.0,F,91
0,D,26.0,2.0,2.0,24.0,D,92
1,E,13.0,8.0,8.0,5.0,D,92
2,F,3.0,2.0,2.0,1.0,D,92
0,C,20.0,5.0,5.0,15.0,D,93
1,D,26.0,8.0,8.0,18.0,D,93
2,E,13.0,7.0,7.0,6.0,D,93
0,D,26.0,4.0,4.0,22.0,D,94
1,E,13.0,16.0,16.0,-3.0,D,94
0,C,20.0,14.0,14.0,6.0,D,95
1,D,26.0,14.0,14.0,12.0,D,95
2,E,13.0,20.0,20.0,-7.0,D,95
3,F,3.0,2.0,2.0,1.0,D,95
0,C,20.0,11.0,11.0,9.0,D,96
1,D,26.0,13.0,13.0,13.0,D,96
2,E,13.0,13.0,13.0,0.0,D,96
0,F,3.0,13.0,13.0,-10.0,F,97
0,C,20.0,4.0,4.0,16.0,D,98
1,D,26.0,7.0,7.0,19.0,D,98
2,E,13.0,7.0,7.0,6.0,D,98
3,F,3.0,5.0,5.0,-2.0,D,98
0,C,20.0,18.0,18.0,2.0,D,99
1,D,26.0,4.0,4.0,22.0,D,99
2,E,13.0,4.0,4.0,9.0,D,99
3,F,3.0,15.0,15.0,-12.0,D,99
0,C,20.0,5.0,5.0,15.0,C,100
