,step,train_error,validation_error
0,0,0.7916666865348816,0.5729166865348816
1,100,0.9166666865348816,0.7604166865348816
2,200,0.625,0.7291666865348816
3,300,0.625,0.7708333730697632
4,400,0.6666666865348816,0.8020833730697632
5,500,0.625,0.8229166865348816
6,600,0.6458333730697632,0.8229166865348816
7,700,0.5833333730697632,0.7708333730697632
8,800,0.8020833730697632,0.7708333730697632
9,900,0.6770833730697632,0.7916666865348816
10,1000,0.5208333730697632,0.78125
11,1100,0.7083333730697632,0.7604166865348816
12,1200,0.6041666865348816,0.75
13,1300,0.6875,0.7604166865348816
14,1400,0.6875,0.7604166865348816
15,1500,0.5520833730697632,0.7604166865348816
16,1600,0.7916666865348816,0.75
17,1700,0.7916666865348816,0.75
18,1800,0.5833333730697632,0.7604166865348816
19,1900,0.8229166865348816,0.75
20,2000,0.6041666865348816,0.7395833730697632
21,2100,0.5833333730697632,0.7291666865348816
22,2200,0.4375,0.7395833730697632
23,2300,0.71875,0.7291666865348816
24,2400,0.5104166865348816,0.7395833730697632
25,2500,0.6875,0.7291666865348816
26,2600,0.7083333730697632,0.7291666865348816
27,2700,0.8020833730697632,0.7395833730697632
28,2800,0.6979166865348816,0.7291666865348816
29,2900,0.5833333730697632,0.71875
30,3000,0.59375,0.71875
31,3100,0.5208333730697632,0.7083333730697632
32,3200,0.6770833730697632,0.7291666865348816
33,3300,0.7604166865348816,0.71875
34,3400,0.4166666865348816,0.7083333730697632
35,3500,0.75,0.7395833730697632
36,3600,0.4895833432674408,0.7395833730697632
37,3700,0.4270833432674408,0.7395833730697632
38,3800,0.46875,0.7395833730697632
39,3900,0.5833333730697632,0.7395833730697632
40,4000,0.6354166865348816,0.71875
41,4100,0.6875,0.71875
42,4200,0.6354166865348816,0.71875
43,4300,0.625,0.7083333730697632
44,4400,0.625,0.7083333730697632
45,4500,0.71875,0.7395833730697632
46,4600,0.6979166865348816,0.71875
47,4700,0.5625,0.7083333730697632
48,4800,0.7395833730697632,0.7291666865348816
49,4900,0.3333333432674408,0.7083333730697632
50,5000,0.625,0.7395833730697632
51,5100,0.6041666865348816,0.7395833730697632
52,5200,0.5,0.7291666865348816
53,5300,0.65625,0.7291666865348816
54,5400,0.4375,0.7395833730697632
55,5500,0.4791666865348816,0.7083333730697632
56,5600,0.46875,0.71875
57,5700,0.8020833730697632,0.7291666865348816
58,5800,0.5520833730697632,0.71875
59,5900,0.7708333730697632,0.7083333730697632
60,6000,0.40625,0.7083333730697632
61,6100,0.6875,0.7395833730697632
62,6200,0.5833333730697632,0.7604166865348816
63,6300,0.71875,0.7291666865348816
64,6400,0.6145833730697632,0.75
65,6500,0.65625,0.7083333730697632
66,6600,0.6041666865348816,0.71875
67,6700,0.5,0.7395833730697632
68,6800,0.6770833730697632,0.7291666865348816
69,6900,0.5,0.7395833730697632
70,7000,0.4791666865348816,0.7395833730697632
71,7100,0.5104166865348816,0.71875
72,7200,0.3958333432674408,0.7083333730697632
73,7300,0.5729166865348816,0.71875
74,7400,0.59375,0.7291666865348816
75,7500,0.7291666865348816,0.7395833730697632
76,7600,0.5104166865348816,0.7083333730697632
77,7700,0.5208333730697632,0.7083333730697632
78,7800,0.6875,0.7291666865348816
79,7900,0.3854166865348816,0.7395833730697632
80,8000,0.5625,0.8229166865348816
81,8100,0.8020833730697632,0.7083333730697632
82,8200,0.75,0.71875
83,8300,0.7916666865348816,0.7291666865348816
84,8400,0.375,0.7083333730697632
85,8500,0.59375,0.71875
86,8600,0.7083333730697632,0.6666666865348816
87,8700,0.6041666865348816,0.6666666865348816
88,8800,0.6041666865348816,0.6770833730697632
89,8900,0.4895833432674408,0.6666666865348816
90,9000,0.6354166865348816,0.6770833730697632
91,9100,0.7916666865348816,0.6458333730697632
92,9200,0.6458333730697632,0.6770833730697632
93,9300,0.6979166865348816,0.7083333730697632
94,9400,0.46875,0.7083333730697632
95,9500,0.40625,0.71875
96,9600,0.5520833730697632,0.7395833730697632
97,9700,0.5,0.71875
98,9800,0.8333333730697632,0.71875
99,9900,0.7083333730697632,0.6875
