,step,train_error,validation_error
0,0,0.886363685131073,0.6590909361839294
1,100,0.47727274894714355,0.5227273106575012
2,200,0.34090909361839294,0.6363636255264282
3,300,0.22727273404598236,0.5909091234207153
4,400,0.34090909361839294,0.75
5,500,0.1818181872367859,0.6818181872367859
6,600,0.27272728085517883,0.6818181872367859
7,700,0.04545454680919647,0.6363636255264282
8,800,0.06818182021379471,0.75
9,900,0.25,0.7045454978942871
10,1000,0.06818182021379471,0.7045454978942871
11,1100,0.06818182021379471,0.6590909361839294
12,1200,0.11363636702299118,0.5909091234207153
13,1300,0.22727273404598236,0.6590909361839294
14,1400,0.11363636702299118,0.6363636255264282
15,1500,0.04545454680919647,0.7045454978942871
16,1600,0.22727273404598236,0.7727273106575012
17,1700,0.25,0.6818181872367859
18,1800,0.06818182021379471,0.5909091234207153
19,1900,0.11363636702299118,0.5909091234207153
20,2000,0.09090909361839294,0.5909091234207153
21,2100,0.11363636702299118,0.6136363744735718
22,2200,0.06818182021379471,0.5909091234207153
23,2300,0.09090909361839294,0.5909091234207153
24,2400,0.20454546809196472,0.5909091234207153
25,2500,0.04545454680919647,0.6136363744735718
26,2600,0.06818182021379471,0.7727273106575012
27,2700,0.11363636702299118,0.6590909361839294
28,2800,0.15909090638160706,0.5909091234207153
29,2900,0.15909090638160706,0.75
30,3000,0.04545454680919647,0.7045454978942871
31,3100,0.04545454680919647,0.7272727489471436
32,3200,0.06818182021379471,0.5909091234207153
33,3300,0.06818182021379471,0.6363636255264282
34,3400,0.06818182021379471,0.6590909361839294
35,3500,0.09090909361839294,0.7045454978942871
36,3600,0.11363636702299118,0.5909091234207153
37,3700,0.11363636702299118,0.6363636255264282
38,3800,0.04545454680919647,0.6363636255264282
39,3900,0.11363636702299118,0.5909091234207153
40,4000,0.04545454680919647,0.6363636255264282
41,4100,0.11363636702299118,0.6590909361839294
42,4200,0.11363636702299118,0.6363636255264282
43,4300,0.1818181872367859,0.6136363744735718
44,4400,0.06818182021379471,0.5909091234207153
45,4500,0.1818181872367859,0.6136363744735718
46,4600,0.15909090638160706,0.5909091234207153
47,4700,0.11363636702299118,0.75
48,4800,0.15909090638160706,0.6590909361839294
49,4900,0.04545454680919647,0.7272727489471436
50,5000,0.11363636702299118,0.5909091234207153
51,5100,0.11363636702299118,0.5909091234207153
52,5200,0.11363636702299118,0.6818181872367859
53,5300,0.15909090638160706,0.6818181872367859
54,5400,0.06818182021379471,0.5909091234207153
55,5500,0.06818182021379471,0.6590909361839294
56,5600,0.09090909361839294,0.6818181872367859
57,5700,0.04545454680919647,0.6818181872367859
58,5800,0.09090909361839294,0.6363636255264282
59,5900,0.04545454680919647,0.5909091234207153
60,6000,0.06818182021379471,0.6590909361839294
61,6100,0.11363636702299118,0.5909091234207153
62,6200,0.09090909361839294,0.5909091234207153
63,6300,0.11363636702299118,0.6590909361839294
64,6400,0.06818182021379471,0.7727273106575012
65,6500,0.04545454680919647,0.75
66,6600,0.04545454680919647,0.75
67,6700,0.04545454680919647,0.7272727489471436
68,6800,0.11363636702299118,0.5909091234207153
69,6900,0.04545454680919647,0.7727273106575012
70,7000,0.11363636702299118,0.6590909361839294
71,7100,0.11363636702299118,0.5909091234207153
72,7200,0.04545454680919647,0.6590909361839294
73,7300,0.15909090638160706,0.75
74,7400,0.06818182021379471,0.6818181872367859
75,7500,0.04545454680919647,0.5909091234207153
76,7600,0.06818182021379471,0.75
77,7700,0.04545454680919647,0.6818181872367859
78,7800,0.06818182021379471,0.7727273106575012
79,7900,0.09090909361839294,0.75
80,8000,0.11363636702299118,0.6363636255264282
81,8100,0.09090909361839294,0.75
82,8200,0.06818182021379471,0.7727273106575012
83,8300,0.15909090638160706,0.5909091234207153
84,8400,0.15909090638160706,0.7272727489471436
85,8500,0.11363636702299118,0.5909091234207153
86,8600,0.11363636702299118,0.5909091234207153
87,8700,0.11363636702299118,0.7727273106575012
88,8800,0.11363636702299118,0.75
89,8900,0.06818182021379471,0.75
90,9000,0.04545454680919647,0.7045454978942871
91,9100,0.04545454680919647,0.5909091234207153
92,9200,0.06818182021379471,0.75
93,9300,0.04545454680919647,0.7272727489471436
94,9400,0.04545454680919647,0.7954545617103577
95,9500,0.06818182021379471,0.6590909361839294
96,9600,0.11363636702299118,0.6590909361839294
97,9700,0.11363636702299118,0.5909091234207153
98,9800,0.09090909361839294,0.75
99,9900,0.04545454680919647,0.8409091234207153
