,target_name,social_reward,path,energy_cost,total_score,final_target,simulation_index
0,C,20.0,7.0,7.0,13.0,C,1
1,D,18.0,16.0,16.0,2.0,C,1
2,F,18.0,8.0,8.0,10.0,C,1
0,C,20.0,7.0,7.0,13.0,C,2
1,E,18.0,21.0,21.0,-3.0,C,2
0,D,18.0,9.0,9.0,9.0,F,3
1,F,18.0,7.0,7.0,11.0,F,3
0,C,20.0,9.0,9.0,11.0,C,4
1,D,18.0,19.0,19.0,-1.0,C,4
2,F,18.0,14.0,14.0,4.0,C,4
0,D,18.0,15.0,15.0,3.0,D,5
1,E,18.0,17.0,17.0,1.0,D,5
0,F,18.0,5.0,5.0,13.0,F,6
0,D,18.0,10.0,10.0,8.0,E,7
1,E,18.0,2.0,2.0,16.0,E,7
0,F,18.0,14.0,14.0,4.0,F,8
0,C,20.0,6.0,6.0,14.0,C,9
1,D,18.0,12.0,12.0,6.0,C,9
2,E,18.0,14.0,14.0,4.0,C,9
3,F,18.0,16.0,16.0,2.0,C,9
0,C,20.0,11.0,11.0,9.0,F,10
1,D,18.0,8.0,8.0,10.0,F,10
2,E,18.0,9.0,9.0,9.0,F,10
3,F,18.0,6.0,6.0,12.0,F,10
0,F,18.0,4.0,4.0,14.0,F,11
0,D,18.0,16.0,16.0,2.0,D,12
0,C,20.0,11.0,11.0,9.0,D,13
1,D,18.0,4.0,4.0,14.0,D,13
2,E,18.0,9.0,9.0,9.0,D,13
3,F,18.0,12.0,12.0,6.0,D,13
0,C,20.0,2.0,2.0,18.0,C,14
1,D,18.0,12.0,12.0,6.0,C,14
2,E,18.0,13.0,13.0,5.0,C,14
0,C,20.0,16.0,16.0,4.0,D,15
1,D,18.0,7.0,7.0,11.0,D,15
0,D,18.0,17.0,17.0,1.0,F,16
1,F,18.0,11.0,11.0,7.0,F,16
0,D,18.0,16.0,16.0,2.0,F,17
1,E,18.0,6.0,6.0,12.0,F,17
2,F,18.0,6.0,6.0,12.0,F,17
0,C,20.0,12.0,12.0,8.0,E,18
1,D,18.0,11.0,11.0,7.0,E,18
2,E,18.0,5.0,5.0,13.0,E,18
0,C,20.0,5.0,5.0,15.0,C,19
1,D,18.0,13.0,13.0,5.0,C,19
2,F,18.0,10.0,10.0,8.0,C,19
0,C,20.0,2.0,2.0,18.0,C,20
1,D,18.0,23.0,23.0,-5.0,C,20
0,C,20.0,14.0,14.0,6.0,F,21
1,D,18.0,7.0,7.0,11.0,F,21
2,E,18.0,8.0,8.0,10.0,F,21
3,F,18.0,3.0,3.0,15.0,F,21
0,D,18.0,12.0,12.0,6.0,F,22
1,F,18.0,7.0,7.0,11.0,F,22
0,C,20.0,10.0,10.0,10.0,C,23
1,D,18.0,14.0,14.0,4.0,C,23
2,E,18.0,12.0,12.0,6.0,C,23
