"","file","num_targets"
"1","S063_1.txt",2
"2","S063_10.txt",3
"3","S063_100.txt",2
"4","S063_101.txt",3
"5","S063_102.txt",3
"6","S063_1026.txt",4
"7","S063_1027.txt",3
"8","S063_1028.txt",4
"9","S063_1029.txt",3
"10","S063_103.txt",3
"11","S063_1030.txt",2
"12","S063_1031.txt",3
"13","S063_1032.txt",3
"14","S063_1033.txt",3
"15","S063_1034.txt",3
"16","S063_1035.txt",3
"17","S063_1036.txt",3
"18","S063_1037.txt",2
"19","S063_1038.txt",3
"20","S063_1039.txt",4
"21","S063_104.txt",3
"22","S063_1040.txt",4
"23","S063_1041.txt",4
"24","S063_1042.txt",4
"25","S063_1043.txt",4
"26","S063_1044.txt",3
"27","S063_1045.txt",4
"28","S063_1047.txt",4
"29","S063_1048.txt",2
"30","S063_1049.txt",3
"31","S063_105.txt",4
"32","S063_1050.txt",4
"33","S063_1051.txt",2
"34","S063_1052.txt",4
"35","S063_1053.txt",2
"36","S063_1054.txt",2
"37","S063_1055.txt",4
"38","S063_1056.txt",4
"39","S063_1057.txt",3
"40","S063_1058.txt",2
"41","S063_1059.txt",3
"42","S063_106.txt",4
"43","S063_1061.txt",3
"44","S063_1062.txt",2
"45","S063_1063.txt",3
"46","S063_1064.txt",3
"47","S063_1065.txt",3
"48","S063_1066.txt",3
"49","S063_1067.txt",2
"50","S063_1068.txt",3
"51","S063_1069.txt",4
"52","S063_107.txt",3
"53","S063_1070.txt",4
"54","S063_1071.txt",4
"55","S063_1072.txt",3
"56","S063_1073.txt",3
"57","S063_1074.txt",3
"58","S063_1075.txt",3
"59","S063_1076.txt",3
"60","S063_1077.txt",3
"61","S063_1078.txt",3
"62","S063_1079.txt",4
"63","S063_108.txt",2
"64","S063_1080.txt",4
"65","S063_1081.txt",3
"66","S063_1082.txt",3
"67","S063_1083.txt",3
"68","S063_1084.txt",2
"69","S063_1085.txt",4
"70","S063_1086.txt",3
"71","S063_1087.txt",3
"72","S063_1088.txt",4
"73","S063_1089.txt",2
"74","S063_109.txt",4
"75","S063_1090.txt",3
"76","S063_1091.txt",3
"77","S063_1092.txt",3
"78","S063_1093.txt",4
"79","S063_1094.txt",4
"80","S063_1095.txt",4
"81","S063_1096.txt",4
"82","S063_1097.txt",4
"83","S063_1098.txt",3
"84","S063_1099.txt",3
"85","S063_11.txt",4
"86","S063_110.txt",2
"87","S063_1100.txt",4
"88","S063_1101.txt",2
"89","S063_1102.txt",3
"90","S063_1103.txt",2
"91","S063_1104.txt",4
"92","S063_1105.txt",3
"93","S063_1106.txt",4
"94","S063_1107.txt",3
"95","S063_1108.txt",3
"96","S063_1109.txt",4
"97","S063_111.txt",3
"98","S063_1110.txt",4
"99","S063_1111.txt",4
"100","S063_1112.txt",4
"101","S063_1113.txt",4
"102","S063_1114.txt",1
"103","S063_1115.txt",3
"104","S063_1116.txt",2
"105","S063_1117.txt",3
"106","S063_1118.txt",4
"107","S063_1119.txt",4
"108","S063_112.txt",3
"109","S063_1120.txt",3
"110","S063_1121.txt",2
"111","S063_1122.txt",4
"112","S063_1123.txt",4
"113","S063_1124.txt",4
"114","S063_1125.txt",3
"115","S063_1126.txt",3
"116","S063_1127.txt",3
"117","S063_1128.txt",3
"118","S063_113.txt",2
"119","S063_1130.txt",4
"120","S063_1131.txt",3
"121","S063_1132.txt",4
"122","S063_1133.txt",3
"123","S063_1134.txt",4
"124","S063_1135.txt",4
"125","S063_1136.txt",3
"126","S063_1137.txt",2
"127","S063_1138.txt",2
"128","S063_1139.txt",2
"129","S063_114.txt",3
"130","S063_1140.txt",3
"131","S063_1141.txt",3
"132","S063_1142.txt",2
"133","S063_1143.txt",3
"134","S063_1144.txt",2
"135","S063_1145.txt",4
"136","S063_1146.txt",3
"137","S063_1147.txt",3
