"","file","num_targets"
"1","S016b_1.txt",1
"2","S016b_10.txt",4
"3","S016b_100.txt",4
"4","S016b_1000.txt",1
"5","S016b_10000.txt",2
"6","S016b_10001.txt",2
"7","S016b_1001.txt",4
"8","S016b_1002.txt",3
"9","S016b_1003.txt",4
"10","S016b_1004.txt",2
"11","S016b_1005.txt",3
"12","S016b_1006.txt",1
"13","S016b_1007.txt",2
"14","S016b_1008.txt",1
"15","S016b_1009.txt",1
"16","S016b_101.txt",2
"17","S016b_1010.txt",1
"18","S016b_1011.txt",1
"19","S016b_1012.txt",2
"20","S016b_1013.txt",2
"21","S016b_1014.txt",4
"22","S016b_1015.txt",3
"23","S016b_1016.txt",2
"24","S016b_1017.txt",1
"25","S016b_1018.txt",2
"26","S016b_1019.txt",1
"27","S016b_102.txt",4
"28","S016b_1020.txt",3
"29","S016b_1021.txt",2
"30","S016b_1022.txt",4
"31","S016b_1023.txt",1
"32","S016b_1024.txt",3
"33","S016b_1025.txt",3
"34","S016b_1026.txt",1
"35","S016b_1027.txt",1
"36","S016b_1028.txt",2
"37","S016b_1029.txt",1
"38","S016b_103.txt",4
"39","S016b_1030.txt",1
"40","S016b_1031.txt",3
"41","S016b_1032.txt",2
"42","S016b_1033.txt",2
"43","S016b_1034.txt",2
"44","S016b_1035.txt",1
"45","S016b_1036.txt",1
"46","S016b_1037.txt",2
"47","S016b_1038.txt",2
"48","S016b_1039.txt",4
"49","S016b_104.txt",2
"50","S016b_1040.txt",1
"51","S016b_1041.txt",4
"52","S016b_1042.txt",3
"53","S016b_1043.txt",3
"54","S016b_1044.txt",4
"55","S016b_1045.txt",3
"56","S016b_1046.txt",2
"57","S016b_1047.txt",4
"58","S016b_1048.txt",2
"59","S016b_1049.txt",1
"60","S016b_105.txt",1
"61","S016b_1050.txt",1
"62","S016b_1051.txt",4
"63","S016b_1052.txt",3
"64","S016b_1053.txt",1
"65","S016b_1054.txt",1
"66","S016b_1055.txt",3
"67","S016b_1056.txt",4
"68","S016b_1057.txt",3
"69","S016b_1058.txt",3
"70","S016b_1059.txt",4
"71","S016b_106.txt",3
"72","S016b_1060.txt",2
"73","S016b_1061.txt",2
"74","S016b_1062.txt",4
"75","S016b_1063.txt",3
"76","S016b_1064.txt",4
"77","S016b_1065.txt",1
"78","S016b_1066.txt",1
"79","S016b_1067.txt",1
"80","S016b_1068.txt",2
"81","S016b_1069.txt",3
"82","S016b_107.txt",1
"83","S016b_1070.txt",4
"84","S016b_1071.txt",2
"85","S016b_1072.txt",4
"86","S016b_1073.txt",1
"87","S016b_1074.txt",2
"88","S016b_1075.txt",3
"89","S016b_1076.txt",2
"90","S016b_1077.txt",4
"91","S016b_1078.txt",1
"92","S016b_1079.txt",3
"93","S016b_108.txt",4
"94","S016b_1080.txt",4
"95","S016b_1081.txt",2
"96","S016b_1082.txt",4
"97","S016b_1083.txt",1
"98","S016b_1084.txt",1
"99","S016b_1085.txt",4
"100","S016b_1086.txt",1
"101","S016b_1087.txt",2
"102","S016b_1088.txt",4
"103","S016b_1089.txt",1
"104","S016b_109.txt",3
"105","S016b_1090.txt",3
"106","S016b_1091.txt",4
"107","S016b_1092.txt",3
"108","S016b_1093.txt",3
"109","S016b_1094.txt",1
"110","S016b_1095.txt",2
"111","S016b_1096.txt",3
"112","S016b_1097.txt",3
"113","S016b_1098.txt",4
"114","S016b_1099.txt",1
"115","S016b_11.txt",2
"116","S016b_110.txt",1
"117","S016b_1100.txt",3
"118","S016b_1101.txt",2
"119","S016b_1102.txt",2
"120","S016b_1103.txt",4
"121","S016b_1104.txt",3
"122","S016b_1105.txt",2
"123","S016b_1106.txt",1
"124","S016b_1107.txt",3
