,target_name,social_reward,path,energy_cost,total_score,final_target,simulation_index
0,F,20.0,11.0,11.0,9.0,F,1
0,C,20.0,4.0,4.0,16.0,D,2
1,D,23.0,6.0,6.0,17.0,D,2
2,F,20.0,7.0,7.0,13.0,D,2
0,E,18.0,16.0,16.0,2.0,E,3
0,D,23.0,12.0,12.0,11.0,D,4
1,E,18.0,13.0,13.0,5.0,D,4
0,C,20.0,14.0,14.0,6.0,D,5
1,D,23.0,16.0,16.0,7.0,D,5
2,F,20.0,15.0,15.0,5.0,D,5
0,D,23.0,11.0,11.0,12.0,D,6
0,C,20.0,8.0,8.0,12.0,D,7
1,D,23.0,9.0,9.0,14.0,D,7
2,E,18.0,6.0,6.0,12.0,D,7
0,C,20.0,13.0,13.0,7.0,C,8
0,E,18.0,13.0,13.0,5.0,F,9
1,F,20.0,3.0,3.0,17.0,F,9
0,D,23.0,11.0,11.0,12.0,F,10
1,E,18.0,11.0,11.0,7.0,F,10
2,F,20.0,6.0,6.0,14.0,F,10
0,F,20.0,8.0,8.0,12.0,F,11
0,C,20.0,18.0,18.0,2.0,E,12
1,D,23.0,21.0,21.0,2.0,E,12
2,E,18.0,5.0,5.0,13.0,E,12
3,F,20.0,8.0,8.0,12.0,E,12
0,C,20.0,7.0,7.0,13.0,D,13
1,D,23.0,10.0,10.0,13.0,D,13
2,E,18.0,12.0,12.0,6.0,D,13
3,F,20.0,12.0,12.0,8.0,D,13
0,C,20.0,4.0,4.0,16.0,D,14
1,D,23.0,6.0,6.0,17.0,D,14
2,F,20.0,16.0,16.0,4.0,D,14
0,C,20.0,6.0,6.0,14.0,C,15
1,F,20.0,13.0,13.0,7.0,C,15
0,C,20.0,18.0,18.0,2.0,D,16
1,D,23.0,12.0,12.0,11.0,D,16
2,E,18.0,13.0,13.0,5.0,D,16
0,E,18.0,7.0,7.0,11.0,E,17
0,D,23.0,9.0,9.0,14.0,D,18
0,C,20.0,10.0,10.0,10.0,D,19
1,D,23.0,5.0,5.0,18.0,D,19
2,E,18.0,2.0,2.0,16.0,D,19
0,C,20.0,13.0,13.0,7.0,D,20
1,D,23.0,3.0,3.0,20.0,D,20
2,F,20.0,15.0,15.0,5.0,D,20
0,C,20.0,9.0,9.0,11.0,F,21
1,E,18.0,16.0,16.0,2.0,F,21
2,F,20.0,7.0,7.0,13.0,F,21
0,C,20.0,8.0,8.0,12.0,F,22
1,D,23.0,8.0,8.0,15.0,F,22
2,E,18.0,7.0,7.0,11.0,F,22
3,F,20.0,3.0,3.0,17.0,F,22
0,C,20.0,11.0,11.0,9.0,F,23
1,D,23.0,6.0,6.0,17.0,F,23
2,E,18.0,5.0,5.0,13.0,F,23
3,F,20.0,3.0,3.0,17.0,F,23
0,F,20.0,9.0,9.0,11.0,F,24
0,D,23.0,8.0,8.0,15.0,D,25
1,E,18.0,14.0,14.0,4.0,D,25
2,F,20.0,11.0,11.0,9.0,D,25
0,C,20.0,9.0,9.0,11.0,C,26
1,D,23.0,17.0,17.0,6.0,C,26
2,E,18.0,10.0,10.0,8.0,C,26
3,F,20.0,9.0,9.0,11.0,C,26
0,C,20.0,3.0,3.0,17.0,D,27
1,D,23.0,3.0,3.0,20.0,D,27
2,E,18.0,10.0,10.0,8.0,D,27
3,F,20.0,6.0,6.0,14.0,D,27
0,C,20.0,9.0,9.0,11.0,E,28
1,E,18.0,4.0,4.0,14.0,E,28
2,F,20.0,17.0,17.0,3.0,E,28
0,C,20.0,6.0,6.0,14.0,D,29
1,D,23.0,4.0,4.0,19.0,D,29
2,E,18.0,9.0,9.0,9.0,D,29
3,F,20.0,5.0,5.0,15.0,D,29
0,C,20.0,5.0,5.0,15.0,C,30
1,D,23.0,14.0,14.0,9.0,C,30
2,E,18.0,16.0,16.0,2.0,C,30
3,F,20.0,8.0,8.0,12.0,C,30
0,C,20.0,13.0,13.0,7.0,D,31
1,D,23.0,7.0,7.0,16.0,D,31
2,F,20.0,5.0,5.0,15.0,D,31
0,C,20.0,8.0,8.0,12.0,D,32
1,D,23.0,9.0,9.0,14.0,D,32
2,E,18.0,9.0,9.0,9.0,D,32
3,F,20.0,8.0,8.0,12.0,D,32
0,C,20.0,14.0,14.0,6.0,D,33
1,D,23.0,13.0,13.0,10.0,D,33
2,E,18.0,12.0,12.0,6.0,D,33
3,F,20.0,11.0,11.0,9.0,D,33
0,C,20.0,4.0,4.0,16.0,C,34
0,D,23.0,20.0,20.0,3.0,D,35
1,E,18.0,15.0,15.0,3.0,D,35
0,D,23.0,10.0,10.0,13.0,D,36
1,F,20.0,11.0,11.0,9.0,D,36
0,D,23.0,7.0,7.0,16.0,D,37
1,E,18.0,6.0,6.0,12.0,D,37
2,F,20.0,7.0,7.0,13.0,D,37
0,C,20.0,5.0,5.0,15.0,D,38
1,D,23.0,5.0,5.0,18.0,D,38
2,E,18.0,10.0,10.0,8.0,D,38
3,F,20.0,3.0,3.0,17.0,D,38
0,C,20.0,5.0,5.0,15.0,D,39
1,D,23.0,5.0,5.0,18.0,D,39
2,E,18.0,9.0,9.0,9.0,D,39
3,F,20.0,14.0,14.0,6.0,D,39
0,C,20.0,14.0,14.0,6.0,F,40
1,D,23.0,8.0,8.0,15.0,F,40
2,F,20.0,2.0,2.0,18.0,F,40
0,E,18.0,15.0,15.0,3.0,E,41
0,C,20.0,13.0,13.0,7.0,F,42
1,F,20.0,10.0,10.0,10.0,F,42
0,C,20.0,8.0,8.0,12.0,E,43
1,D,23.0,11.0,11.0,12.0,E,43
2,E,18.0,3.0,3.0,15.0,E,43
3,F,20.0,7.0,7.0,13.0,E,43
0,C,20.0,8.0,8.0,12.0,C,44
0,C,20.0,10.0,10.0,10.0,F,45
1,D,23.0,13.0,13.0,10.0,F,45
2,E,18.0,10.0,10.0,8.0,F,45
3,F,20.0,3.0,3.0,17.0,F,45
0,F,20.0,8.0,8.0,12.0,F,46
0,D,23.0,10.0,10.0,13.0,F,47
1,E,18.0,10.0,10.0,8.0,F,47
2,F,20.0,6.0,6.0,14.0,F,47
0,D,23.0,6.0,6.0,17.0,D,48
0,E,18.0,13.0,13.0,5.0,E,49
0,C,20.0,14.0,14.0,6.0,D,50
1,D,23.0,9.0,9.0,14.0,D,50
2,E,18.0,5.0,5.0,13.0,D,50
3,F,20.0,11.0,11.0,9.0,D,50
0,E,18.0,3.0,3.0,15.0,E,51
0,C,20.0,16.0,16.0,4.0,D,52
1,D,23.0,6.0,6.0,17.0,D,52
2,E,18.0,10.0,10.0,8.0,D,52
3,F,20.0,11.0,11.0,9.0,D,52
0,C,20.0,13.0,13.0,7.0,C,53
0,C,20.0,13.0,13.0,7.0,D,54
1,D,23.0,11.0,11.0,12.0,D,54
0,C,20.0,5.0,5.0,15.0,D,55
1,D,23.0,3.0,3.0,20.0,D,55
