,target_name,social_reward,path,energy_cost,total_score,final_target,simulation_index
0,C,15.0,16.0,16.0,-1.0,C,1
1,D,10.0,12.0,12.0,-2.0,C,1
0,E,10.0,11.0,11.0,-1.0,E,2
1,F,8.0,10.0,10.0,-2.0,E,2
0,D,10.0,12.0,12.0,-2.0,E,3
1,E,10.0,3.0,3.0,7.0,E,3
0,C,15.0,3.0,3.0,12.0,C,4
1,D,10.0,7.0,7.0,3.0,C,4
2,E,10.0,2.0,2.0,8.0,C,4
3,F,8.0,16.0,16.0,-8.0,C,4
0,C,15.0,10.0,10.0,5.0,C,5
0,E,10.0,11.0,11.0,-1.0,E,6
0,D,10.0,8.0,8.0,2.0,E,7
1,E,10.0,4.0,4.0,6.0,E,7
2,F,8.0,13.0,13.0,-5.0,E,7
0,E,10.0,10.0,10.0,0.0,E,8
0,D,10.0,7.0,7.0,3.0,D,9
0,D,10.0,5.0,5.0,5.0,D,10
1,F,8.0,14.0,14.0,-6.0,D,10
0,C,15.0,11.0,11.0,4.0,C,11
1,D,10.0,9.0,9.0,1.0,C,11
2,E,10.0,8.0,8.0,2.0,C,11
0,C,15.0,14.0,14.0,1.0,C,12
0,E,10.0,12.0,12.0,-2.0,E,13
0,D,10.0,18.0,18.0,-8.0,E,14
1,E,10.0,4.0,4.0,6.0,E,14
0,C,15.0,10.0,10.0,5.0,F,15
1,D,10.0,16.0,16.0,-6.0,F,15
2,E,10.0,10.0,10.0,0.0,F,15
3,F,8.0,3.0,3.0,5.0,F,15
0,D,10.0,27.0,27.0,-17.0,F,16
1,F,8.0,22.0,22.0,-14.0,F,16
0,F,8.0,10.0,10.0,-2.0,F,17
0,D,10.0,10.0,10.0,0.0,D,18
0,C,15.0,4.0,4.0,11.0,C,19
1,D,10.0,10.0,10.0,0.0,C,19
2,E,10.0,13.0,13.0,-3.0,C,19
0,F,8.0,11.0,11.0,-3.0,F,20
0,C,15.0,13.0,13.0,2.0,C,21
1,D,10.0,13.0,13.0,-3.0,C,21
0,C,15.0,9.0,9.0,6.0,E,22
1,E,10.0,3.0,3.0,7.0,E,22
2,F,8.0,14.0,14.0,-6.0,E,22
0,C,15.0,19.0,19.0,-4.0,D,23
1,D,10.0,8.0,8.0,2.0,D,23
2,E,10.0,16.0,16.0,-6.0,D,23
3,F,8.0,11.0,11.0,-3.0,D,23
0,C,15.0,6.0,6.0,9.0,C,24
0,C,15.0,6.0,6.0,9.0,C,25
1,D,10.0,4.0,4.0,6.0,C,25
2,E,10.0,7.0,7.0,3.0,C,25
3,F,8.0,12.0,12.0,-4.0,C,25
0,D,10.0,11.0,11.0,-1.0,D,26
0,C,15.0,14.0,14.0,1.0,D,27
1,D,10.0,4.0,4.0,6.0,D,27
2,F,8.0,8.0,8.0,0.0,D,27
0,D,10.0,7.0,7.0,3.0,D,28
0,D,10.0,11.0,11.0,-1.0,E,29
1,E,10.0,5.0,5.0,5.0,E,29
0,D,10.0,15.0,15.0,-5.0,E,30
1,E,10.0,11.0,11.0,-1.0,E,30
0,C,15.0,12.0,12.0,3.0,C,31
1,E,10.0,12.0,12.0,-2.0,C,31
2,F,8.0,12.0,12.0,-4.0,C,31
0,C,15.0,12.0,12.0,3.0,D,32
1,D,10.0,6.0,6.0,4.0,D,32
2,E,10.0,12.0,12.0,-2.0,D,32
3,F,8.0,16.0,16.0,-8.0,D,32
0,E,10.0,4.0,4.0,6.0,E,33
0,C,15.0,14.0,14.0,1.0,E,34
1,E,10.0,9.0,9.0,1.0,E,34
0,D,10.0,18.0,18.0,-8.0,F,35
1,E,10.0,18.0,18.0,-8.0,F,35
2,F,8.0,10.0,10.0,-2.0,F,35
0,D,10.0,10.0,10.0,0.0,D,36
1,E,10.0,18.0,18.0,-8.0,D,36
2,F,8.0,11.0,11.0,-3.0,D,36
0,D,10.0,10.0,10.0,0.0,D,37
0,F,8.0,14.0,14.0,-6.0,F,38
0,D,10.0,10.0,10.0,0.0,D,39
1,F,8.0,14.0,14.0,-6.0,D,39
0,C,15.0,5.0,5.0,10.0,C,40
1,D,10.0,11.0,11.0,-1.0,C,40
2,F,8.0,9.0,9.0,-1.0,C,40
0,C,15.0,7.0,7.0,8.0,C,41
1,E,10.0,18.0,18.0,-8.0,C,41
0,C,15.0,3.0,3.0,12.0,C,42
1,D,10.0,10.0,10.0,0.0,C,42
2,E,10.0,6.0,6.0,4.0,C,42
3,F,8.0,13.0,13.0,-5.0,C,42
0,C,15.0,9.0,9.0,6.0,C,43
1,D,10.0,11.0,11.0,-1.0,C,43
2,E,10.0,8.0,8.0,2.0,C,43
3,F,8.0,13.0,13.0,-5.0,C,43
0,C,15.0,22.0,22.0,-7.0,E,44
1,E,10.0,8.0,8.0,2.0,E,44
0,D,10.0,11.0,11.0,-1.0,F,45
1,E,10.0,13.0,13.0,-3.0,F,45
2,F,8.0,3.0,3.0,5.0,F,45
0,C,15.0,9.0,9.0,6.0,E,46
1,E,10.0,4.0,4.0,6.0,E,46
2,F,8.0,16.0,16.0,-8.0,E,46
0,D,10.0,11.0,11.0,-1.0,E,47
1,E,10.0,10.0,10.0,0.0,E,47
2,F,8.0,8.0,8.0,0.0,E,47
0,C,15.0,22.0,22.0,-7.0,E,48
1,E,10.0,12.0,12.0,-2.0,E,48
0,C,15.0,9.0,9.0,6.0,C,49
1,E,10.0,13.0,13.0,-3.0,C,49
2,F,8.0,7.0,7.0,1.0,C,49
0,D,10.0,11.0,11.0,-1.0,E,50
1,E,10.0,10.0,10.0,0.0,E,50
0,F,8.0,11.0,11.0,-3.0,F,51
0,C,15.0,3.0,3.0,12.0,C,52
1,D,10.0,5.0,5.0,5.0,C,52
2,E,10.0,9.0,9.0,1.0,C,52
3,F,8.0,14.0,14.0,-6.0,C,52
0,E,10.0,20.0,20.0,-10.0,F,53
1,F,8.0,5.0,5.0,3.0,F,53
0,C,15.0,7.0,7.0,8.0,C,54
1,D,10.0,4.0,4.0,6.0,C,54
2,E,10.0,8.0,8.0,2.0,C,54
3,F,8.0,9.0,9.0,-1.0,C,54
0,D,10.0,14.0,14.0,-4.0,F,55
1,E,10.0,10.0,10.0,0.0,F,55
2,F,8.0,8.0,8.0,0.0,F,55
0,D,10.0,3.0,3.0,7.0,D,56
1,E,10.0,9.0,9.0,1.0,D,56
2,F,8.0,15.0,15.0,-7.0,D,56
0,C,15.0,16.0,16.0,-1.0,C,57
0,C,15.0,3.0,3.0,12.0,C,58
1,D,10.0,7.0,7.0,3.0,C,58
2,E,10.0,14.0,14.0,-4.0,C,58
0,C,15.0,12.0,12.0,3.0,C,59
1,E,10.0,10.0,10.0,0.0,C,59
0,E,10.0,9.0,9.0,1.0,F,60
1,F,8.0,4.0,4.0,4.0,F,60
0,D,10.0,8.0,8.0,2.0,D,61
0,F,8.0,9.0,9.0,-1.0,F,62
