,target_name,social_reward,path,energy_cost,total_score,final_target,simulation_index
0,C,20.0,13.0,13.0,7.0,E,1
1,D,15.0,12.0,12.0,3.0,E,1
2,E,20.0,10.0,10.0,10.0,E,1
3,F,18.0,15.0,15.0,3.0,E,1
0,C,20.0,11.0,11.0,9.0,E,2
1,E,20.0,3.0,3.0,17.0,E,2
2,F,18.0,11.0,11.0,7.0,E,2
0,D,15.0,15.0,15.0,0.0,D,3
0,C,20.0,5.0,5.0,15.0,C,4
1,D,15.0,7.0,7.0,8.0,C,4
0,C,20.0,3.0,3.0,17.0,C,5
1,D,15.0,17.0,17.0,-2.0,C,5
2,E,20.0,13.0,13.0,7.0,C,5
0,E,20.0,9.0,9.0,11.0,E,6
0,D,15.0,2.0,2.0,13.0,D,7
1,E,20.0,9.0,9.0,11.0,D,7
0,C,20.0,5.0,5.0,15.0,C,8
1,D,15.0,9.0,9.0,6.0,C,8
0,E,20.0,10.0,10.0,10.0,E,9
0,C,20.0,11.0,11.0,9.0,F,10
1,F,18.0,8.0,8.0,10.0,F,10
0,C,20.0,7.0,7.0,13.0,C,11
1,E,20.0,11.0,11.0,9.0,C,11
0,C,20.0,9.0,9.0,11.0,E,12
1,D,15.0,5.0,5.0,10.0,E,12
2,E,20.0,3.0,3.0,17.0,E,12
3,F,18.0,12.0,12.0,6.0,E,12
0,C,20.0,14.0,14.0,6.0,E,13
1,D,15.0,7.0,7.0,8.0,E,13
2,E,20.0,4.0,4.0,16.0,E,13
3,F,18.0,12.0,12.0,6.0,E,13
0,D,15.0,14.0,14.0,1.0,D,14
0,F,18.0,15.0,15.0,3.0,F,15
0,D,15.0,22.0,22.0,-7.0,F,16
1,F,18.0,8.0,8.0,10.0,F,16
0,C,20.0,13.0,13.0,7.0,E,17
1,D,15.0,8.0,8.0,7.0,E,17
2,E,20.0,11.0,11.0,9.0,E,17
3,F,18.0,13.0,13.0,5.0,E,17
0,C,20.0,8.0,8.0,12.0,C,18
1,D,15.0,7.0,7.0,8.0,C,18
2,F,18.0,7.0,7.0,11.0,C,18
0,C,20.0,8.0,8.0,12.0,C,19
1,D,15.0,8.0,8.0,7.0,C,19
2,E,20.0,19.0,19.0,1.0,C,19
3,F,18.0,17.0,17.0,1.0,C,19
0,D,15.0,11.0,11.0,4.0,E,20
1,E,20.0,8.0,8.0,12.0,E,20
0,D,15.0,16.0,16.0,-1.0,E,21
1,E,20.0,10.0,10.0,10.0,E,21
0,F,18.0,6.0,6.0,12.0,F,22
0,E,20.0,4.0,4.0,16.0,E,23
1,F,18.0,10.0,10.0,8.0,E,23
0,C,20.0,9.0,9.0,11.0,C,24
1,E,20.0,14.0,14.0,6.0,C,24
0,C,20.0,8.0,8.0,12.0,C,25
1,D,15.0,4.0,4.0,11.0,C,25
2,E,20.0,8.0,8.0,12.0,C,25
3,F,18.0,16.0,16.0,2.0,C,25
0,C,20.0,9.0,9.0,11.0,C,26
0,E,20.0,11.0,11.0,9.0,F,27
1,F,18.0,6.0,6.0,12.0,F,27
0,F,18.0,10.0,10.0,8.0,F,28
0,C,20.0,12.0,12.0,8.0,E,29
1,D,15.0,7.0,7.0,8.0,E,29
2,E,20.0,9.0,9.0,11.0,E,29
3,F,18.0,7.0,7.0,11.0,E,29
0,C,20.0,10.0,10.0,10.0,E,30
1,D,15.0,12.0,12.0,3.0,E,30
2,E,20.0,4.0,4.0,16.0,E,30
3,F,18.0,11.0,11.0,7.0,E,30
0,D,15.0,9.0,9.0,6.0,F,31
1,F,18.0,12.0,12.0,6.0,F,31
0,C,20.0,3.0,3.0,17.0,C,32
1,D,15.0,3.0,3.0,12.0,C,32
2,F,18.0,6.0,6.0,12.0,C,32
0,D,15.0,4.0,4.0,11.0,D,33
1,E,20.0,12.0,12.0,8.0,D,33
0,C,20.0,6.0,6.0,14.0,C,34
1,D,15.0,8.0,8.0,7.0,C,34
2,F,18.0,13.0,13.0,5.0,C,34
0,C,20.0,10.0,10.0,10.0,E,35
1,D,15.0,7.0,7.0,8.0,E,35
2,E,20.0,3.0,3.0,17.0,E,35
3,F,18.0,10.0,10.0,8.0,E,35
0,E,20.0,7.0,7.0,13.0,E,36
0,C,20.0,7.0,7.0,13.0,C,37
1,D,15.0,13.0,13.0,2.0,C,37
2,E,20.0,14.0,14.0,6.0,C,37
3,F,18.0,17.0,17.0,1.0,C,37
0,C,20.0,6.0,6.0,14.0,E,38
1,D,15.0,14.0,14.0,1.0,E,38
2,E,20.0,6.0,6.0,14.0,E,38
3,F,18.0,8.0,8.0,10.0,E,38
0,E,20.0,4.0,4.0,16.0,E,39
