"","file","num_targets"
"1","S058_1.txt",4
"2","S058_10.txt",4
"3","S058_11.txt",3
"4","S058_12.txt",4
"5","S058_13.txt",3
"6","S058_14.txt",2
"7","S058_15.txt",3
"8","S058_16.txt",4
"9","S058_17.txt",2
"10","S058_18.txt",2
"11","S058_19.txt",3
"12","S058_2.txt",4
"13","S058_20.txt",2
"14","S058_21.txt",4
"15","S058_22.txt",4
"16","S058_23.txt",3
"17","S058_24.txt",3
"18","S058_25.txt",4
"19","S058_26.txt",3
"20","S058_27.txt",4
"21","S058_28.txt",2
"22","S058_29.txt",3
"23","S058_30.txt",4
"24","S058_31.txt",4
"25","S058_32.txt",4
"26","S058_33.txt",4
"27","S058_34.txt",3
"28","S058_35.txt",2
"29","S058_36.txt",2
"30","S058_37.txt",4
"31","S058_38.txt",4
"32","S058_39.txt",2
"33","S058_4.txt",3
"34","S058_40.txt",4
"35","S058_41.txt",2
"36","S058_42.txt",4
"37","S058_43.txt",3
"38","S058_44.txt",3
"39","S058_45.txt",4
"40","S058_46.txt",3
"41","S058_47.txt",3
"42","S058_48.txt",3
"43","S058_49.txt",4
"44","S058_5.txt",4
"45","S058_50.txt",1
"46","S058_51.txt",3
"47","S058_52.txt",3
"48","S058_53.txt",2
"49","S058_54.txt",4
"50","S058_55.txt",3
"51","S058_56.txt",4
"52","S058_57.txt",3
"53","S058_58.txt",4
"54","S058_59.txt",4
"55","S058_6.txt",4
"56","S058_61.txt",3
"57","S058_62.txt",2
"58","S058_63.txt",2
"59","S058_64.txt",3
"60","S058_65.txt",3
"61","S058_66.txt",4
"62","S058_67.txt",4
"63","S058_68.txt",2
"64","S058_69.txt",4
"65","S058_70.txt",4
"66","S058_71.txt",2
"67","S058_72.txt",4
"68","S058_73.txt",1
"69","S058_74.txt",4
"70","S058_75.txt",3
"71","S058_76.txt",4
"72","S058_77.txt",3
"73","S058_78.txt",2
"74","S058_79.txt",4
"75","S058_8.txt",3
"76","S058_9.txt",2
