,target_name,social_reward,path,energy_cost,total_score,final_target,simulation_index
0,C,4.49807902239263,9.0,9.0,-4.50192097760737,E,1
1,D,5.18177646305412,10.0,10.0,-4.81822353694588,E,1
2,E,6.80659400764853,5.0,5.0,1.8065940076485303,E,1
3,F,4.49849525559694,6.0,6.0,-1.5015047444030598,E,1
0,F,4.49849525559694,3.0,3.0,1.4984952555969402,F,2
0,D,5.18177646305412,11.0,11.0,-5.81822353694588,D,3
0,C,4.49807902239263,3.0,3.0,1.4980790223926297,C,4
1,D,5.18177646305412,7.0,7.0,-1.8182235369458803,C,4
2,E,6.80659400764853,9.0,9.0,-2.1934059923514697,C,4
0,C,4.49807902239263,11.0,11.0,-6.50192097760737,E,5
1,D,5.18177646305412,19.0,19.0,-13.81822353694588,E,5
2,E,6.80659400764853,12.0,12.0,-5.19340599235147,E,5
3,F,4.49849525559694,11.0,11.0,-6.50150474440306,E,5
0,D,5.18177646305412,3.0,3.0,2.1817764630541197,D,6
1,E,6.80659400764853,15.0,15.0,-8.193405992351469,D,6
2,F,4.49849525559694,16.0,16.0,-11.50150474440306,D,6
0,C,4.49807902239263,7.0,7.0,-2.5019209776073703,C,7
0,E,6.80659400764853,15.0,15.0,-8.193405992351469,E,8
1,F,4.49849525559694,16.0,16.0,-11.50150474440306,E,8
0,C,4.49807902239263,7.0,7.0,-2.5019209776073703,D,9
1,D,5.18177646305412,5.0,5.0,0.18177646305411965,D,9
2,E,6.80659400764853,9.0,9.0,-2.1934059923514697,D,9
3,F,4.49849525559694,5.0,5.0,-0.5015047444030598,D,9
0,D,5.18177646305412,16.0,16.0,-10.81822353694588,E,10
1,E,6.80659400764853,12.0,12.0,-5.19340599235147,E,10
2,F,4.49849525559694,11.0,11.0,-6.50150474440306,E,10
0,C,4.49807902239263,14.0,14.0,-9.50192097760737,F,11
1,D,5.18177646305412,19.0,19.0,-13.81822353694588,F,11
2,E,6.80659400764853,20.0,20.0,-13.193405992351469,F,11
3,F,4.49849525559694,14.0,14.0,-9.50150474440306,F,11
0,D,5.18177646305412,6.0,6.0,-0.8182235369458803,D,12
0,E,6.80659400764853,6.0,6.0,0.8065940076485303,E,13
1,F,4.49849525559694,7.0,7.0,-2.50150474440306,E,13
0,D,5.18177646305412,5.0,5.0,0.18177646305411965,D,14
1,E,6.80659400764853,13.0,13.0,-6.19340599235147,D,14
0,C,4.49807902239263,12.0,12.0,-7.50192097760737,E,15
1,D,5.18177646305412,11.0,11.0,-5.81822353694588,E,15
2,E,6.80659400764853,4.0,4.0,2.8065940076485303,E,15
3,F,4.49849525559694,3.0,3.0,1.4984952555969402,E,15
0,C,4.49807902239263,11.0,11.0,-6.50192097760737,F,16
1,D,5.18177646305412,14.0,14.0,-8.81822353694588,F,16
2,E,6.80659400764853,16.0,16.0,-9.193405992351469,F,16
3,F,4.49849525559694,10.0,10.0,-5.50150474440306,F,16
0,E,6.80659400764853,3.0,3.0,3.8065940076485303,E,17
0,D,5.18177646305412,13.0,13.0,-7.81822353694588,D,18
0,C,4.49807902239263,13.0,13.0,-8.50192097760737,E,19
1,E,6.80659400764853,11.0,11.0,-4.19340599235147,E,19
0,C,4.49807902239263,7.0,7.0,-2.5019209776073703,F,20
1,D,5.18177646305412,6.0,6.0,-0.8182235369458803,F,20
2,E,6.80659400764853,15.0,15.0,-8.193405992351469,F,20
3,F,4.49849525559694,3.0,3.0,1.4984952555969402,F,20
0,C,4.49807902239263,9.0,9.0,-4.50192097760737,E,21
1,D,5.18177646305412,13.0,13.0,-7.81822353694588,E,21
2,E,6.80659400764853,6.0,6.0,0.8065940076485303,E,21
0,C,4.49807902239263,18.0,18.0,-13.50192097760737,E,22
1,E,6.80659400764853,4.0,4.0,2.8065940076485303,E,22
2,F,4.49849525559694,7.0,7.0,-2.50150474440306,E,22
0,D,5.18177646305412,8.0,8.0,-2.8182235369458803,E,23
1,E,6.80659400764853,6.0,6.0,0.8065940076485303,E,23
2,F,4.49849525559694,5.0,5.0,-0.5015047444030598,E,23
0,F,4.49849525559694,15.0,15.0,-10.50150474440306,F,24
0,D,5.18177646305412,10.0,10.0,-4.81822353694588,D,25
0,C,4.49807902239263,6.0,6.0,-1.5019209776073703,F,26
1,D,5.18177646305412,6.0,6.0,-0.8182235369458803,F,26
2,F,4.49849525559694,2.0,2.0,2.49849525559694,F,26
0,C,4.49807902239263,6.0,6.0,-1.5019209776073703,C,27
0,D,5.18177646305412,12.0,12.0,-6.81822353694588,E,28
1,E,6.80659400764853,4.0,4.0,2.8065940076485303,E,28
2,F,4.49849525559694,13.0,13.0,-8.50150474440306,E,28
0,C,4.49807902239263,11.0,11.0,-6.50192097760737,E,29
1,D,5.18177646305412,13.0,13.0,-7.81822353694588,E,29
2,E,6.80659400764853,7.0,7.0,-0.1934059923514697,E,29
3,F,4.49849525559694,6.0,6.0,-1.5015047444030598,E,29
0,E,6.80659400764853,3.0,3.0,3.8065940076485303,E,30
0,D,5.18177646305412,6.0,6.0,-0.8182235369458803,D,31
1,F,4.49849525559694,9.0,9.0,-4.50150474440306,D,31
0,E,6.80659400764853,12.0,12.0,-5.19340599235147,E,32
0,C,4.49807902239263,12.0,12.0,-7.50192097760737,D,33
1,D,5.18177646305412,9.0,9.0,-3.8182235369458803,D,33
2,E,6.80659400764853,11.0,11.0,-4.19340599235147,D,33
0,C,4.49807902239263,10.0,10.0,-5.50192097760737,D,34
1,D,5.18177646305412,5.0,5.0,0.18177646305411965,D,34
2,F,4.49849525559694,5.0,5.0,-0.5015047444030598,D,34
0,C,4.49807902239263,5.0,5.0,-0.5019209776073703,C,35
1,D,5.18177646305412,12.0,12.0,-6.81822353694588,C,35
0,C,4.49807902239263,2.0,2.0,2.4980790223926297,C,36
1,D,5.18177646305412,3.0,3.0,2.1817764630541197,C,36
2,F,4.49849525559694,8.0,8.0,-3.50150474440306,C,36
0,D,5.18177646305412,2.0,2.0,3.1817764630541197,D,37
1,E,6.80659400764853,6.0,6.0,0.8065940076485303,D,37
2,F,4.49849525559694,4.0,4.0,0.4984952555969402,D,37
0,D,5.18177646305412,12.0,12.0,-6.81822353694588,D,38
