,target_name,social_reward,path,energy_cost,total_score,final_target,simulation_index
0,C,23.0,11.0,11.0,12.0,D,1
1,D,23.0,4.0,4.0,19.0,D,1
2,E,20.0,11.0,11.0,9.0,D,1
3,F,20.0,13.0,13.0,7.0,D,1
0,C,23.0,9.0,9.0,14.0,D,2
1,D,23.0,9.0,9.0,14.0,D,2
0,C,23.0,6.0,6.0,17.0,C,3
1,D,23.0,11.0,11.0,12.0,C,3
2,E,20.0,8.0,8.0,12.0,C,3
3,F,20.0,6.0,6.0,14.0,C,3
0,C,23.0,11.0,11.0,12.0,E,4
1,D,23.0,12.0,12.0,11.0,E,4
2,E,20.0,2.0,2.0,18.0,E,4
3,F,20.0,14.0,14.0,6.0,E,4
0,F,20.0,11.0,11.0,9.0,F,5
0,C,23.0,15.0,15.0,8.0,D,6
1,D,23.0,12.0,12.0,11.0,D,6
2,E,20.0,13.0,13.0,7.0,D,6
3,F,20.0,16.0,16.0,4.0,D,6
0,C,23.0,11.0,11.0,12.0,E,7
1,E,20.0,8.0,8.0,12.0,E,7
2,F,20.0,12.0,12.0,8.0,E,7
0,C,23.0,11.0,11.0,12.0,C,8
1,E,20.0,11.0,11.0,9.0,C,8
2,F,20.0,10.0,10.0,10.0,C,8
0,F,20.0,2.0,2.0,18.0,F,9
0,E,20.0,15.0,15.0,5.0,F,10
1,F,20.0,5.0,5.0,15.0,F,10
0,C,23.0,10.0,10.0,13.0,C,11
0,C,23.0,8.0,8.0,15.0,F,12
1,E,20.0,17.0,17.0,3.0,F,12
2,F,20.0,2.0,2.0,18.0,F,12
0,C,23.0,8.0,8.0,15.0,D,13
1,D,23.0,7.0,7.0,16.0,D,13
2,E,20.0,12.0,12.0,8.0,D,13
3,F,20.0,11.0,11.0,9.0,D,13
0,C,23.0,13.0,13.0,10.0,D,14
1,D,23.0,12.0,12.0,11.0,D,14
2,E,20.0,14.0,14.0,6.0,D,14
3,F,20.0,12.0,12.0,8.0,D,14
0,C,23.0,5.0,5.0,18.0,C,15
1,D,23.0,11.0,11.0,12.0,C,15
2,E,20.0,7.0,7.0,13.0,C,15
3,F,20.0,6.0,6.0,14.0,C,15
0,F,20.0,7.0,7.0,13.0,F,16
0,D,23.0,9.0,9.0,14.0,D,17
1,E,20.0,11.0,11.0,9.0,D,17
2,F,20.0,15.0,15.0,5.0,D,17
0,C,23.0,13.0,13.0,10.0,E,18
1,D,23.0,12.0,12.0,11.0,E,18
2,E,20.0,2.0,2.0,18.0,E,18
0,F,20.0,11.0,11.0,9.0,F,19
0,E,20.0,17.0,17.0,3.0,E,20
0,D,23.0,11.0,11.0,12.0,E,21
1,E,20.0,6.0,6.0,14.0,E,21
2,F,20.0,15.0,15.0,5.0,E,21
0,C,23.0,3.0,3.0,20.0,C,22
1,D,23.0,14.0,14.0,9.0,C,22
0,D,23.0,8.0,8.0,15.0,D,23
1,E,20.0,16.0,16.0,4.0,D,23
0,C,23.0,9.0,9.0,14.0,C,24
1,E,20.0,19.0,19.0,1.0,C,24
2,F,20.0,12.0,12.0,8.0,C,24
0,D,23.0,7.0,7.0,16.0,D,25
1,E,20.0,11.0,11.0,9.0,D,25
0,C,23.0,10.0,10.0,13.0,D,26
1,D,23.0,7.0,7.0,16.0,D,26
2,E,20.0,10.0,10.0,10.0,D,26
3,F,20.0,8.0,8.0,12.0,D,26
0,C,23.0,16.0,16.0,7.0,D,27
1,D,23.0,13.0,13.0,10.0,D,27
