,target_name,social_reward,path,energy_cost,total_score,final_target,simulation_index
0,C,26.0,5.0,5.0,21.0,C,1
1,D,26.0,10.0,10.0,16.0,C,1
2,E,20.0,2.0,2.0,18.0,C,1
3,F,23.0,12.0,12.0,11.0,C,1
0,C,26.0,4.0,4.0,22.0,C,2
1,D,26.0,7.0,7.0,19.0,C,2
2,E,20.0,7.0,7.0,13.0,C,2
3,F,23.0,14.0,14.0,9.0,C,2
0,F,23.0,4.0,4.0,19.0,F,3
0,E,20.0,12.0,12.0,8.0,E,4
1,F,23.0,18.0,18.0,5.0,E,4
0,C,26.0,9.0,9.0,17.0,C,5
1,E,20.0,11.0,11.0,9.0,C,5
0,D,26.0,16.0,16.0,10.0,D,6
0,C,26.0,9.0,9.0,17.0,F,7
1,D,26.0,16.0,16.0,10.0,F,7
2,F,23.0,5.0,5.0,18.0,F,7
0,C,26.0,4.0,4.0,22.0,C,8
1,D,26.0,5.0,5.0,21.0,C,8
2,E,20.0,10.0,10.0,10.0,C,8
3,F,23.0,6.0,6.0,17.0,C,8
0,C,26.0,15.0,15.0,11.0,E,9
1,D,26.0,13.0,13.0,13.0,E,9
2,E,20.0,4.0,4.0,16.0,E,9
3,F,23.0,8.0,8.0,15.0,E,9
0,C,26.0,3.0,3.0,23.0,C,10
1,D,26.0,4.0,4.0,22.0,C,10
2,E,20.0,9.0,9.0,11.0,C,10
3,F,23.0,10.0,10.0,13.0,C,10
0,C,26.0,7.0,7.0,19.0,F,11
1,D,26.0,12.0,12.0,14.0,F,11
2,E,20.0,3.0,3.0,17.0,F,11
3,F,23.0,4.0,4.0,19.0,F,11
0,D,26.0,4.0,4.0,22.0,D,12
0,C,26.0,6.0,6.0,20.0,C,13
1,F,23.0,8.0,8.0,15.0,C,13
0,E,20.0,11.0,11.0,9.0,E,14
0,C,26.0,6.0,6.0,20.0,C,15
1,D,26.0,7.0,7.0,19.0,C,15
2,E,20.0,10.0,10.0,10.0,C,15
0,F,23.0,3.0,3.0,20.0,F,16
0,C,26.0,6.0,6.0,20.0,C,17
1,D,26.0,13.0,13.0,13.0,C,17
0,E,20.0,12.0,12.0,8.0,E,18
0,C,26.0,3.0,3.0,23.0,C,19
1,D,26.0,12.0,12.0,14.0,C,19
2,E,20.0,3.0,3.0,17.0,C,19
3,F,23.0,12.0,12.0,11.0,C,19
0,F,23.0,7.0,7.0,16.0,F,20
0,C,26.0,4.0,4.0,22.0,C,21
1,E,20.0,13.0,13.0,7.0,C,21
2,F,23.0,6.0,6.0,17.0,C,21
0,C,26.0,2.0,2.0,24.0,C,22
0,D,26.0,11.0,11.0,15.0,D,23
0,D,26.0,13.0,13.0,13.0,D,24
1,E,20.0,11.0,11.0,9.0,D,24
0,F,23.0,11.0,11.0,12.0,F,25
0,D,26.0,15.0,15.0,11.0,D,26
0,C,26.0,11.0,11.0,15.0,F,27
1,E,20.0,13.0,13.0,7.0,F,27
2,F,23.0,6.0,6.0,17.0,F,27
0,C,26.0,12.0,12.0,14.0,D,28
