,target_name,social_reward,path,energy_cost,total_score,final_target,simulation_index
0,D,5.0,15.0,15.0,-10.0,E,1
1,E,20.0,11.0,11.0,9.0,E,1
0,E,20.0,15.0,15.0,5.0,E,2
1,F,13.0,17.0,17.0,-4.0,E,2
0,D,5.0,6.0,6.0,-1.0,E,3
1,E,20.0,16.0,16.0,4.0,E,3
0,C,13.0,13.0,13.0,0.0,F,4
1,D,5.0,9.0,9.0,-4.0,F,4
2,E,20.0,12.0,12.0,8.0,F,4
3,F,13.0,4.0,4.0,9.0,F,4
0,C,13.0,11.0,11.0,2.0,F,5
1,D,5.0,8.0,8.0,-3.0,F,5
2,F,13.0,9.0,9.0,4.0,F,5
0,D,5.0,4.0,4.0,1.0,D,6
0,C,13.0,14.0,14.0,-1.0,C,7
0,C,13.0,8.0,8.0,5.0,C,8
1,D,5.0,6.0,6.0,-1.0,C,8
0,C,13.0,11.0,11.0,2.0,E,9
1,D,5.0,6.0,6.0,-1.0,E,9
2,E,20.0,10.0,10.0,10.0,E,9
3,F,13.0,11.0,11.0,2.0,E,9
0,F,13.0,7.0,7.0,6.0,F,10
0,C,13.0,11.0,11.0,2.0,E,11
1,D,5.0,10.0,10.0,-5.0,E,11
2,E,20.0,5.0,5.0,15.0,E,11
3,F,13.0,14.0,14.0,-1.0,E,11
0,D,5.0,12.0,12.0,-7.0,E,12
1,E,20.0,6.0,6.0,14.0,E,12
2,F,13.0,6.0,6.0,7.0,E,12
0,C,13.0,7.0,7.0,6.0,C,13
1,D,5.0,5.0,5.0,0.0,C,13
2,F,13.0,10.0,10.0,3.0,C,13
0,F,13.0,2.0,2.0,11.0,F,14
0,D,5.0,15.0,15.0,-10.0,E,15
1,E,20.0,8.0,8.0,12.0,E,15
2,F,13.0,9.0,9.0,4.0,E,15
0,C,13.0,9.0,9.0,4.0,F,16
1,D,5.0,13.0,13.0,-8.0,F,16
2,E,20.0,12.0,12.0,8.0,F,16
3,F,13.0,4.0,4.0,9.0,F,16
0,C,13.0,18.0,18.0,-5.0,E,17
1,D,5.0,8.0,8.0,-3.0,E,17
2,E,20.0,6.0,6.0,14.0,E,17
0,D,5.0,9.0,9.0,-4.0,E,18
1,E,20.0,9.0,9.0,11.0,E,18
2,F,13.0,7.0,7.0,6.0,E,18
0,C,13.0,6.0,6.0,7.0,C,19
1,D,5.0,10.0,10.0,-5.0,C,19
2,E,20.0,13.0,13.0,7.0,C,19
3,F,13.0,10.0,10.0,3.0,C,19
0,D,5.0,10.0,10.0,-5.0,D,20
0,C,13.0,10.0,10.0,3.0,E,21
1,D,5.0,11.0,11.0,-6.0,E,21
2,E,20.0,7.0,7.0,13.0,E,21
3,F,13.0,5.0,5.0,8.0,E,21
0,C,13.0,8.0,8.0,5.0,C,22
1,D,5.0,12.0,12.0,-7.0,C,22
2,F,13.0,13.0,13.0,0.0,C,22
0,C,13.0,9.0,9.0,4.0,E,23
1,D,5.0,10.0,10.0,-5.0,E,23
2,E,20.0,7.0,7.0,13.0,E,23
3,F,13.0,12.0,12.0,1.0,E,23
0,C,13.0,9.0,9.0,4.0,F,24
1,D,5.0,10.0,10.0,-5.0,F,24
2,F,13.0,6.0,6.0,7.0,F,24
0,C,13.0,4.0,4.0,9.0,C,25
1,D,5.0,19.0,19.0,-14.0,C,25
2,E,20.0,11.0,11.0,9.0,C,25
3,F,13.0,12.0,12.0,1.0,C,25
0,C,13.0,4.0,4.0,9.0,C,26
1,F,13.0,6.0,6.0,7.0,C,26
0,F,13.0,9.0,9.0,4.0,F,27
0,C,13.0,8.0,8.0,5.0,E,28
1,D,5.0,8.0,8.0,-3.0,E,28
2,E,20.0,6.0,6.0,14.0,E,28
3,F,13.0,4.0,4.0,9.0,E,28
0,C,13.0,18.0,18.0,-5.0,F,29
1,F,13.0,9.0,9.0,4.0,F,29
0,D,5.0,8.0,8.0,-3.0,E,30
1,E,20.0,9.0,9.0,11.0,E,30
0,E,20.0,10.0,10.0,10.0,E,31
0,C,13.0,4.0,4.0,9.0,C,32
0,C,13.0,3.0,3.0,10.0,C,33
1,F,13.0,11.0,11.0,2.0,C,33
0,D,5.0,5.0,5.0,0.0,E,34
1,E,20.0,3.0,3.0,17.0,E,34
2,F,13.0,11.0,11.0,2.0,E,34
0,C,13.0,9.0,9.0,4.0,C,35
1,D,5.0,7.0,7.0,-2.0,C,35
2,F,13.0,9.0,9.0,4.0,C,35
0,C,13.0,6.0,6.0,7.0,E,36
1,D,5.0,14.0,14.0,-9.0,E,36
2,E,20.0,3.0,3.0,17.0,E,36
0,C,13.0,8.0,8.0,5.0,E,37
1,D,5.0,10.0,10.0,-5.0,E,37
2,E,20.0,8.0,8.0,12.0,E,37
0,E,20.0,6.0,6.0,14.0,E,38
0,D,5.0,12.0,12.0,-7.0,E,39
1,E,20.0,14.0,14.0,6.0,E,39
0,D,5.0,6.0,6.0,-1.0,E,40
1,E,20.0,8.0,8.0,12.0,E,40
2,F,13.0,2.0,2.0,11.0,E,40
0,D,5.0,11.0,11.0,-6.0,F,41
1,F,13.0,12.0,12.0,1.0,F,41
0,C,13.0,5.0,5.0,8.0,C,42
1,D,5.0,7.0,7.0,-2.0,C,42
0,C,13.0,7.0,7.0,6.0,C,43
0,C,13.0,4.0,4.0,9.0,C,44
1,E,20.0,14.0,14.0,6.0,C,44
2,F,13.0,10.0,10.0,3.0,C,44
0,D,5.0,10.0,10.0,-5.0,E,45
1,E,20.0,11.0,11.0,9.0,E,45
0,D,5.0,15.0,15.0,-10.0,E,46
1,E,20.0,4.0,4.0,16.0,E,46
2,F,13.0,7.0,7.0,6.0,E,46
0,E,20.0,9.0,9.0,11.0,E,47
0,D,5.0,8.0,8.0,-3.0,D,48
0,C,13.0,8.0,8.0,5.0,E,49
1,D,5.0,7.0,7.0,-2.0,E,49
2,E,20.0,4.0,4.0,16.0,E,49
0,C,13.0,17.0,17.0,-4.0,E,50
1,D,5.0,13.0,13.0,-8.0,E,50
2,E,20.0,13.0,13.0,7.0,E,50
3,F,13.0,15.0,15.0,-2.0,E,50
0,C,13.0,12.0,12.0,1.0,E,51
1,D,5.0,10.0,10.0,-5.0,E,51
2,E,20.0,5.0,5.0,15.0,E,51
0,C,13.0,17.0,17.0,-4.0,E,52
1,E,20.0,15.0,15.0,5.0,E,52
2,F,13.0,18.0,18.0,-5.0,E,52
