,target_name,social_reward,path,energy_cost,total_score,final_target,simulation_index
0,D,0.487175486620092,0.46153846153846156,0.5148356388092012,-0.02766015218910922,F,1
1,F,0.492047219285341,0.5384615384615384,0.48089181327572433,0.011155406009616675,F,1
0,C,0.418121658844139,0.5,0.5,-0.08187834115586101,C,2
1,E,0.254281196085798,0.5,0.5,-0.24571880391420198,C,2
0,C,0.418121658844139,0.2682926829268293,0.509251810872894,-0.09113015202875496,F,3
1,D,0.487175486620092,0.17073170731707318,0.4353995019005697,0.05177598471952233,F,3
2,E,0.254281196085798,0.3902439024390244,0.5297763920460814,-0.2754951959602834,F,3
3,F,0.492047219285341,0.17073170731707318,0.4353995019005697,0.05664771738477131,F,3
0,C,0.418121658844139,0.6666666666666666,0.38997500048077083,0.02814665836336816,C,4
1,F,0.492047219285341,0.3333333333333333,0.5283208335737187,-0.03627361428837772,C,4
0,D,0.487175486620092,0.4,0.5287712379549449,-0.041595751334852826,F,5
1,F,0.492047219285341,0.6,0.44217935649972373,0.04986786278561728,F,5
0,C,0.418121658844139,0.3888888888888889,0.5298883642051643,-0.11176670536102529,F,6
1,D,0.487175486620092,0.3333333333333333,0.5283208335737187,-0.041145346953626705,F,6
2,E,0.254281196085798,0.08333333333333333,0.29874687506009634,-0.04446567897429832,F,6
3,F,0.492047219285341,0.19444444444444445,0.45938862654702667,0.03265859273831434,F,6
0,C,0.418121658844139,0.25,0.5,-0.08187834115586101,D,7
1,D,0.487175486620092,0.125,0.375,0.11217548662009202,D,7
2,E,0.254281196085798,0.28125,0.5147085933443496,-0.2604273972585516,D,7
3,F,0.492047219285341,0.34375,0.529570381093429,-0.03752316180808801,D,7
0,E,0.254281196085798,1.0,-0.0,0.254281196085798,E,8
0,C,0.418121658844139,0.2916666666666667,0.5184688771102026,-0.10034721826606363,F,9
1,E,0.254281196085798,0.4166666666666667,0.5262643357640807,-0.2719831396782827,F,9
2,F,0.492047219285341,0.2916666666666667,0.5184688771102026,-0.02642165782486161,F,9
0,E,0.254281196085798,0.4090909090909091,0.5275254343070392,-0.2732442382212412,F,10
1,F,0.492047219285341,0.5909090909090909,0.4484952139295757,0.04355200535576531,F,10
0,C,0.418121658844139,0.2777777777777778,0.5133324740430417,-0.09521081519890273,D,11
1,D,0.487175486620092,0.2777777777777778,0.5133324740430417,-0.026156987422949696,D,11
2,E,0.254281196085798,0.4444444444444444,0.5199666673076944,-0.26568547122189634,D,11
0,D,0.487175486620092,1.0,-0.0,0.487175486620092,D,12
0,E,0.254281196085798,1.0,-0.0,0.254281196085798,E,13
0,E,0.254281196085798,0.2727272727272727,0.5112188503407658,-0.25693765425496773,F,14
1,F,0.492047219285341,0.7272727272727273,0.3341320862816707,0.15791513300367033,F,14
0,C,0.418121658844139,0.38095238095238093,0.5304066372490516,-0.11228497840491258,F,15
1,D,0.487175486620092,0.38095238095238093,0.5304066372490516,-0.04323115062895955,F,15
2,F,0.492047219285341,0.23809523809523808,0.4929498399741424,-0.0009026206888013699,F,15
0,D,0.487175486620092,0.4230769230769231,0.5250418882516055,-0.03786640163151345,D,16
1,E,0.254281196085798,0.19230769230769232,0.45740608139494804,-0.20312488530915002,D,16
2,F,0.492047219285341,0.38461538461538464,0.5301967781745115,-0.03814955888917049,D,16
0,C,0.418121658844139,0.3125,0.5243974703476992,-0.10627581150356025,D,17
1,D,0.487175486620092,0.28125,0.5147085933443496,-0.027533106724257572,D,17
2,F,0.492047219285341,0.40625,0.5279463645051813,-0.03589914521984028,D,17
0,C,0.418121658844139,0.48148148148148145,0.507697081195959,-0.08957542235182003,C,18
1,E,0.254281196085798,0.5185185185185185,0.4913131896845223,-0.2370319935987243,C,18
0,C,0.418121658844139,0.4,0.5287712379549449,-0.11064957911080586,C,19
1,E,0.254281196085798,0.6,0.44217935649972373,-0.1878981604139257,C,19
0,D,0.487175486620092,0.75,0.31127812445913283,0.1758973621609592,D,20
1,F,0.492047219285341,0.25,0.5,-0.007952780714658991,D,20
