"","file","num_targets"
"1","S030b_1.txt",3
"2","S030b_10.txt",2
"3","S030b_100.txt",4
"4","S030b_1000.txt",1
"5","S030b_10000.txt",3
"6","S030b_10001.txt",4
"7","S030b_1001.txt",2
"8","S030b_1002.txt",1
"9","S030b_1003.txt",1
"10","S030b_1004.txt",4
"11","S030b_1005.txt",3
"12","S030b_1006.txt",2
"13","S030b_1007.txt",3
"14","S030b_1008.txt",2
"15","S030b_1009.txt",3
"16","S030b_101.txt",1
"17","S030b_1010.txt",3
"18","S030b_1011.txt",1
"19","S030b_1012.txt",1
"20","S030b_1013.txt",2
"21","S030b_1014.txt",2
"22","S030b_1015.txt",4
"23","S030b_1016.txt",2
"24","S030b_1017.txt",2
"25","S030b_1018.txt",1
"26","S030b_1019.txt",2
"27","S030b_102.txt",1
"28","S030b_1020.txt",1
"29","S030b_1021.txt",1
"30","S030b_1022.txt",4
"31","S030b_1023.txt",2
"32","S030b_1024.txt",4
"33","S030b_1025.txt",3
"34","S030b_1026.txt",3
"35","S030b_1027.txt",4
"36","S030b_1028.txt",4
"37","S030b_1029.txt",3
"38","S030b_103.txt",2
"39","S030b_1030.txt",1
"40","S030b_1031.txt",3
"41","S030b_1032.txt",4
"42","S030b_1033.txt",3
"43","S030b_1034.txt",4
"44","S030b_1035.txt",4
"45","S030b_1036.txt",3
"46","S030b_1037.txt",4
"47","S030b_1038.txt",3
"48","S030b_1039.txt",1
"49","S030b_104.txt",3
"50","S030b_1040.txt",1
"51","S030b_1041.txt",2
"52","S030b_1042.txt",4
"53","S030b_1043.txt",3
"54","S030b_1044.txt",1
"55","S030b_1045.txt",2
"56","S030b_1046.txt",1
"57","S030b_1047.txt",3
"58","S030b_1048.txt",2
"59","S030b_1049.txt",1
"60","S030b_105.txt",1
"61","S030b_1050.txt",2
"62","S030b_1051.txt",1
"63","S030b_1052.txt",3
"64","S030b_1053.txt",2
"65","S030b_1054.txt",3
"66","S030b_1055.txt",3
"67","S030b_1056.txt",1
"68","S030b_1057.txt",3
"69","S030b_1058.txt",2
"70","S030b_1059.txt",2
"71","S030b_106.txt",1
"72","S030b_1060.txt",2
"73","S030b_1061.txt",3
"74","S030b_1062.txt",2
"75","S030b_1063.txt",2
"76","S030b_1064.txt",1
"77","S030b_1065.txt",1
"78","S030b_1066.txt",3
"79","S030b_1067.txt",1
"80","S030b_1068.txt",3
"81","S030b_1069.txt",2
"82","S030b_107.txt",4
"83","S030b_1070.txt",2
"84","S030b_1071.txt",2
"85","S030b_1072.txt",2
"86","S030b_1073.txt",4
"87","S030b_1074.txt",3
"88","S030b_1075.txt",1
"89","S030b_1076.txt",1
"90","S030b_1077.txt",2
"91","S030b_1078.txt",2
"92","S030b_1079.txt",1
"93","S030b_108.txt",1
"94","S030b_1080.txt",1
"95","S030b_1081.txt",1
"96","S030b_1082.txt",2
"97","S030b_1083.txt",4
"98","S030b_1084.txt",3
"99","S030b_1085.txt",3
"100","S030b_1086.txt",1
"101","S030b_1087.txt",3
"102","S030b_1088.txt",4
"103","S030b_1089.txt",2
"104","S030b_109.txt",3
"105","S030b_1090.txt",2
"106","S030b_1091.txt",1
"107","S030b_1092.txt",2
"108","S030b_1093.txt",3
"109","S030b_1094.txt",4
"110","S030b_1095.txt",2
"111","S030b_1096.txt",2
"112","S030b_1097.txt",1
"113","S030b_1098.txt",1
"114","S030b_1099.txt",4
"115","S030b_11.txt",2
"116","S030b_110.txt",1
"117","S030b_1100.txt",3
"118","S030b_1101.txt",3
"119","S030b_1102.txt",2
"120","S030b_1103.txt",4
"121","S030b_1104.txt",3
"122","S030b_1105.txt",4
"123","S030b_1106.txt",3
"124","S030b_1107.txt",3
"125","S030b_1108.txt",2
"126","S030b_1109.txt",2
"127","S030b_111.txt",3
"128","S030b_1110.txt",1
"129","S030b_1111.txt",4
"130","S030b_1112.txt",3
"131","S030b_1113.txt",2
"132","S030b_1114.txt",1
"133","S030b_1115.txt",4
"134","S030b_1116.txt",3
