,target_name,social_reward,path,energy_cost,total_score,final_target,simulation_index
0,C,20.0,14.0,14.0,6.0,C,1
1,E,5.0,5.0,5.0,0.0,C,1
0,C,20.0,14.0,14.0,6.0,C,2
1,D,15.0,11.0,11.0,4.0,C,2
2,E,5.0,15.0,15.0,-10.0,C,2
3,F,15.0,11.0,11.0,4.0,C,2
0,C,20.0,6.0,6.0,14.0,C,3
1,D,15.0,5.0,5.0,10.0,C,3
0,D,15.0,4.0,4.0,11.0,D,4
0,E,5.0,3.0,3.0,2.0,E,5
0,C,20.0,3.0,3.0,17.0,C,6
0,C,20.0,10.0,10.0,10.0,C,7
0,C,20.0,10.0,10.0,10.0,C,8
1,D,15.0,9.0,9.0,6.0,C,8
2,E,5.0,6.0,6.0,-1.0,C,8
3,F,15.0,7.0,7.0,8.0,C,8
0,C,20.0,10.0,10.0,10.0,C,9
1,E,5.0,6.0,6.0,-1.0,C,9
2,F,15.0,9.0,9.0,6.0,C,9
0,C,20.0,8.0,8.0,12.0,C,10
1,D,15.0,8.0,8.0,7.0,C,10
2,E,5.0,3.0,3.0,2.0,C,10
0,C,20.0,4.0,4.0,16.0,C,11
1,D,15.0,6.0,6.0,9.0,C,11
2,E,5.0,7.0,7.0,-2.0,C,11
3,F,15.0,4.0,4.0,11.0,C,11
0,E,5.0,6.0,6.0,-1.0,F,12
1,F,15.0,11.0,11.0,4.0,F,12
0,C,20.0,11.0,11.0,9.0,D,13
1,D,15.0,5.0,5.0,10.0,D,13
2,F,15.0,5.0,5.0,10.0,D,13
0,D,15.0,6.0,6.0,9.0,D,14
1,F,15.0,17.0,17.0,-2.0,D,14
0,C,20.0,12.0,12.0,8.0,C,15
1,E,5.0,10.0,10.0,-5.0,C,15
0,F,15.0,4.0,4.0,11.0,F,16
0,E,5.0,5.0,5.0,0.0,E,17
0,F,15.0,8.0,8.0,7.0,F,18
0,C,20.0,14.0,14.0,6.0,C,19
1,F,15.0,10.0,10.0,5.0,C,19
0,C,20.0,6.0,6.0,14.0,C,20
1,D,15.0,9.0,9.0,6.0,C,20
2,E,5.0,3.0,3.0,2.0,C,20
3,F,15.0,11.0,11.0,4.0,C,20
0,D,15.0,8.0,8.0,7.0,D,21
1,F,15.0,15.0,15.0,0.0,D,21
0,C,20.0,15.0,15.0,5.0,D,22
1,D,15.0,8.0,8.0,7.0,D,22
0,C,20.0,15.0,15.0,5.0,C,23
1,E,5.0,12.0,12.0,-7.0,C,23
0,C,20.0,12.0,12.0,8.0,C,24
1,D,15.0,12.0,12.0,3.0,C,24
2,E,5.0,5.0,5.0,0.0,C,24
3,F,15.0,12.0,12.0,3.0,C,24
0,C,20.0,4.0,4.0,16.0,C,25
1,F,15.0,12.0,12.0,3.0,C,25
