,step,train_error,validation_error
0,0,0.782608687877655,0.6413043737411499
1,100,0.5652173757553101,0.6739130616188049
2,200,0.46739131212234497,0.6739130616188049
3,300,0.52173912525177,0.6739130616188049
4,400,0.3586956560611725,0.717391312122345
5,500,0.32608696818351746,0.77173912525177
6,600,0.30434784293174744,0.72826087474823
7,700,0.28260868787765503,0.695652186870575
8,800,0.21739131212234497,0.760869562625885
9,900,0.239130437374115,0.760869562625885
10,1000,0.22826087474822998,0.739130437374115
11,1100,0.1304347813129425,0.717391312122345
12,1200,0.16304348409175873,0.739130437374115
13,1300,0.19565217196941376,0.70652174949646
14,1400,0.18478260934352875,0.70652174949646
15,1500,0.1304347813129425,0.75
16,1600,0.1304347813129425,0.6847826242446899
17,1700,0.1304347813129425,0.6847826242446899
18,1800,0.1304347813129425,0.6847826242446899
19,1900,0.1304347813129425,0.6847826242446899
20,2000,0.1304347813129425,0.6847826242446899
21,2100,0.1304347813129425,0.6847826242446899
22,2200,0.1304347813129425,0.6847826242446899
23,2300,0.1304347813129425,0.6847826242446899
24,2400,0.1304347813129425,0.6847826242446899
25,2500,0.1304347813129425,0.6847826242446899
26,2600,0.1304347813129425,0.6847826242446899
27,2700,0.1304347813129425,0.6847826242446899
28,2800,0.1304347813129425,0.6847826242446899
29,2900,0.1304347813129425,0.6847826242446899
30,3000,0.1304347813129425,0.6847826242446899
31,3100,0.1304347813129425,0.6847826242446899
32,3200,0.1304347813129425,0.6847826242446899
33,3300,0.1304347813129425,0.6847826242446899
34,3400,0.1304347813129425,0.6847826242446899
35,3500,0.1304347813129425,0.6847826242446899
36,3600,0.1304347813129425,0.6847826242446899
37,3700,0.1304347813129425,0.6847826242446899
38,3800,0.1304347813129425,0.6847826242446899
39,3900,0.1304347813129425,0.6847826242446899
40,4000,0.1304347813129425,0.6847826242446899
41,4100,0.1304347813129425,0.6847826242446899
42,4200,0.1304347813129425,0.6847826242446899
43,4300,0.1304347813129425,0.6847826242446899
44,4400,0.1304347813129425,0.6847826242446899
45,4500,0.1304347813129425,0.6847826242446899
46,4600,0.1304347813129425,0.6847826242446899
47,4700,0.1304347813129425,0.6847826242446899
48,4800,0.1304347813129425,0.6847826242446899
49,4900,0.1304347813129425,0.6847826242446899
50,5000,0.1304347813129425,0.6847826242446899
51,5100,0.1304347813129425,0.77173912525177
52,5200,0.1304347813129425,0.6847826242446899
53,5300,0.1304347813129425,0.6847826242446899
54,5400,0.1304347813129425,0.77173912525177
55,5500,0.1304347813129425,0.6847826242446899
56,5600,0.1304347813129425,0.6847826242446899
57,5700,0.1304347813129425,0.75
58,5800,0.1304347813129425,0.6847826242446899
59,5900,0.1304347813129425,0.6847826242446899
60,6000,0.1304347813129425,0.77173912525177
61,6100,0.1304347813129425,0.739130437374115
62,6200,0.1304347813129425,0.6847826242446899
63,6300,0.1304347813129425,0.6847826242446899
64,6400,0.1304347813129425,0.6847826242446899
65,6500,0.1304347813129425,0.77173912525177
66,6600,0.1304347813129425,0.6847826242446899
67,6700,0.1304347813129425,0.760869562625885
68,6800,0.1304347813129425,0.72826087474823
69,6900,0.1304347813129425,0.739130437374115
70,7000,0.1304347813129425,0.72826087474823
71,7100,0.1304347813129425,0.75
72,7200,0.1304347813129425,0.75
73,7300,0.1304347813129425,0.6847826242446899
74,7400,0.1304347813129425,0.6847826242446899
75,7500,0.1304347813129425,0.6847826242446899
76,7600,0.1304347813129425,0.6847826242446899
77,7700,0.1304347813129425,0.72826087474823
78,7800,0.1304347813129425,0.77173912525177
79,7900,0.1304347813129425,0.75
80,8000,0.1304347813129425,0.6847826242446899
81,8100,0.1304347813129425,0.6847826242446899
82,8200,0.1304347813129425,0.72826087474823
83,8300,0.1304347813129425,0.77173912525177
84,8400,0.1304347813129425,0.6847826242446899
85,8500,0.1304347813129425,0.72826087474823
86,8600,0.1304347813129425,0.6847826242446899
87,8700,0.1304347813129425,0.760869562625885
88,8800,0.1304347813129425,0.75
89,8900,0.1304347813129425,0.72826087474823
90,9000,0.1304347813129425,0.75
91,9100,0.1304347813129425,0.72826087474823
92,9200,0.1304347813129425,0.760869562625885
93,9300,0.1304347813129425,0.6847826242446899
94,9400,0.1304347813129425,0.6847826242446899
95,9500,0.1304347813129425,0.72826087474823
96,9600,0.1304347813129425,0.6847826242446899
97,9700,0.1304347813129425,0.75
98,9800,0.1304347813129425,0.72826087474823
99,9900,0.1304347813129425,0.77173912525177
100,10000,0.1304347813129425,0.72826087474823
101,10100,0.1304347813129425,0.75
102,10200,0.1304347813129425,0.77173912525177
103,10300,0.1304347813129425,0.760869562625885
104,10400,0.1304347813129425,0.77173912525177
105,10500,0.1304347813129425,0.6847826242446899
106,10600,0.1304347813129425,0.77173912525177
107,10700,0.1304347813129425,0.6847826242446899
108,10800,0.1304347813129425,0.77173912525177
109,10900,0.1304347813129425,0.75
110,11000,0.1304347813129425,0.75
111,11100,0.1304347813129425,0.739130437374115
112,11200,0.1304347813129425,0.6847826242446899
113,11300,0.1304347813129425,0.6847826242446899
114,11400,0.1304347813129425,0.77173912525177
115,11500,0.1304347813129425,0.75
116,11600,0.1304347813129425,0.739130437374115
117,11700,0.1304347813129425,0.6847826242446899
118,11800,0.1304347813129425,0.739130437374115
119,11900,0.1304347813129425,0.739130437374115
120,12000,0.1304347813129425,0.72826087474823
121,12100,0.1304347813129425,0.6847826242446899
122,12200,0.1304347813129425,0.72826087474823
123,12300,0.1304347813129425,0.6847826242446899
124,12400,0.1304347813129425,0.6847826242446899
125,12500,0.1304347813129425,0.6847826242446899
126,12600,0.1304347813129425,0.72826087474823
127,12700,0.1304347813129425,0.739130437374115
128,12800,0.1304347813129425,0.72826087474823
129,12900,0.1304347813129425,0.6847826242446899
130,13000,0.1304347813129425,0.72826087474823
131,13100,0.1304347813129425,0.6847826242446899
132,13200,0.1304347813129425,0.6847826242446899
133,13300,0.1304347813129425,0.77173912525177
134,13400,0.1304347813129425,0.6847826242446899
135,13500,0.1304347813129425,0.6847826242446899
136,13600,0.1304347813129425,0.760869562625885
137,13700,0.1304347813129425,0.6847826242446899
138,13800,0.1304347813129425,0.6847826242446899
139,13900,0.1304347813129425,0.760869562625885
140,14000,0.1304347813129425,0.6847826242446899
141,14100,0.1304347813129425,0.6847826242446899
142,14200,0.1304347813129425,0.760869562625885
143,14300,0.1304347813129425,0.6847826242446899
144,14400,0.1304347813129425,0.6847826242446899
145,14500,0.1304347813129425,0.760869562625885
146,14600,0.1304347813129425,0.72826087474823
147,14700,0.1304347813129425,0.739130437374115
148,14800,0.1304347813129425,0.77173912525177
149,14900,0.1304347813129425,0.75
150,15000,0.1304347813129425,0.760869562625885
151,15100,0.1304347813129425,0.75
152,15200,0.1304347813129425,0.6847826242446899
153,15300,0.1304347813129425,0.6847826242446899
154,15400,0.1304347813129425,0.6847826242446899
155,15500,0.1304347813129425,0.6847826242446899
156,15600,0.1304347813129425,0.77173912525177
157,15700,0.1304347813129425,0.6847826242446899
158,15800,0.1304347813129425,0.77173912525177
159,15900,0.1304347813129425,0.6847826242446899
160,16000,0.1304347813129425,0.6847826242446899
161,16100,0.1304347813129425,0.6847826242446899
162,16200,0.1304347813129425,0.72826087474823
163,16300,0.1304347813129425,0.77173912525177
164,16400,0.1304347813129425,0.72826087474823
