,target_name,social_reward,path,energy_cost,total_score,final_target,simulation_index
0,C,23.0,14.0,14.0,9.0,E,1
1,D,23.0,13.0,13.0,10.0,E,1
2,E,18.0,8.0,8.0,10.0,E,1
0,C,23.0,12.0,12.0,11.0,C,2
1,E,18.0,11.0,11.0,7.0,C,2
0,D,23.0,9.0,9.0,14.0,D,3
0,D,23.0,5.0,5.0,18.0,D,4
1,F,8.0,9.0,9.0,-1.0,D,4
0,E,18.0,13.0,13.0,5.0,E,5
0,C,23.0,11.0,11.0,12.0,D,6
1,D,23.0,5.0,5.0,18.0,D,6
2,E,18.0,10.0,10.0,8.0,D,6
3,F,8.0,10.0,10.0,-2.0,D,6
0,C,23.0,8.0,8.0,15.0,D,7
1,D,23.0,6.0,6.0,17.0,D,7
2,E,18.0,10.0,10.0,8.0,D,7
3,F,8.0,9.0,9.0,-1.0,D,7
0,C,23.0,12.0,12.0,11.0,C,8
1,F,8.0,12.0,12.0,-4.0,C,8
0,C,23.0,9.0,9.0,14.0,C,9
1,D,23.0,14.0,14.0,9.0,C,9
2,E,18.0,17.0,17.0,1.0,C,9
3,F,8.0,6.0,6.0,2.0,C,9
0,C,23.0,6.0,6.0,17.0,C,10
1,D,23.0,10.0,10.0,13.0,C,10
2,E,18.0,4.0,4.0,14.0,C,10
3,F,8.0,7.0,7.0,1.0,C,10
0,F,8.0,5.0,5.0,3.0,F,11
0,C,23.0,15.0,15.0,8.0,C,12
1,E,18.0,11.0,11.0,7.0,C,12
0,F,8.0,8.0,8.0,0.0,F,13
0,C,23.0,10.0,10.0,13.0,C,14
1,D,23.0,12.0,12.0,11.0,C,14
2,E,18.0,13.0,13.0,5.0,C,14
3,F,8.0,11.0,11.0,-3.0,C,14
0,F,8.0,4.0,4.0,4.0,F,15
0,E,18.0,6.0,6.0,12.0,E,16
0,C,23.0,12.0,12.0,11.0,C,17
1,D,23.0,12.0,12.0,11.0,C,17
2,E,18.0,13.0,13.0,5.0,C,17
3,F,8.0,6.0,6.0,2.0,C,17
0,D,23.0,9.0,9.0,14.0,D,18
1,E,18.0,12.0,12.0,6.0,D,18
2,F,8.0,10.0,10.0,-2.0,D,18
0,C,23.0,12.0,12.0,11.0,E,19
1,D,23.0,13.0,13.0,10.0,E,19
2,E,18.0,5.0,5.0,13.0,E,19
0,D,23.0,11.0,11.0,12.0,D,20
0,C,23.0,8.0,8.0,15.0,E,21
1,D,23.0,10.0,10.0,13.0,E,21
2,E,18.0,2.0,2.0,16.0,E,21
3,F,8.0,11.0,11.0,-3.0,E,21
0,D,23.0,7.0,7.0,16.0,D,22
1,F,8.0,7.0,7.0,1.0,D,22
0,F,8.0,7.0,7.0,1.0,F,23
0,C,23.0,6.0,6.0,17.0,D,24
1,D,23.0,6.0,6.0,17.0,D,24
2,F,8.0,7.0,7.0,1.0,D,24
0,C,23.0,14.0,14.0,9.0,C,25
0,C,23.0,9.0,9.0,14.0,D,26
1,D,23.0,5.0,5.0,18.0,D,26
2,E,18.0,11.0,11.0,7.0,D,26
3,F,8.0,8.0,8.0,0.0,D,26
0,C,23.0,4.0,4.0,19.0,C,27
1,F,8.0,10.0,10.0,-2.0,C,27
0,E,18.0,7.0,7.0,11.0,E,28
0,D,23.0,13.0,13.0,10.0,E,29
1,E,18.0,2.0,2.0,16.0,E,29
2,F,8.0,15.0,15.0,-7.0,E,29
0,C,23.0,7.0,7.0,16.0,C,30
1,D,23.0,9.0,9.0,14.0,C,30
2,E,18.0,6.0,6.0,12.0,C,30
3,F,8.0,9.0,9.0,-1.0,C,30
0,C,23.0,10.0,10.0,13.0,E,31
1,E,18.0,4.0,4.0,14.0,E,31
0,C,23.0,15.0,15.0,8.0,D,32
1,D,23.0,12.0,12.0,11.0,D,32
2,F,8.0,2.0,2.0,6.0,D,32
0,C,23.0,9.0,9.0,14.0,C,33
1,D,23.0,14.0,14.0,9.0,C,33
2,E,18.0,9.0,9.0,9.0,C,33
3,F,8.0,15.0,15.0,-7.0,C,33
0,D,23.0,7.0,7.0,16.0,D,34
0,C,23.0,10.0,10.0,13.0,C,35
1,D,23.0,12.0,12.0,11.0,C,35
2,F,8.0,3.0,3.0,5.0,C,35
0,C,23.0,9.0,9.0,14.0,C,36
1,E,18.0,14.0,14.0,4.0,C,36
2,F,8.0,7.0,7.0,1.0,C,36
0,D,23.0,9.0,9.0,14.0,D,37
0,C,23.0,12.0,12.0,11.0,E,38
1,D,23.0,13.0,13.0,10.0,E,38
2,E,18.0,5.0,5.0,13.0,E,38
3,F,8.0,17.0,17.0,-9.0,E,38
0,C,23.0,8.0,8.0,15.0,C,39
1,F,8.0,5.0,5.0,3.0,C,39
0,C,23.0,11.0,11.0,12.0,D,40
1,D,23.0,8.0,8.0,15.0,D,40
2,E,18.0,8.0,8.0,10.0,D,40
3,F,8.0,15.0,15.0,-7.0,D,40
0,C,23.0,7.0,7.0,16.0,C,41
0,C,23.0,8.0,8.0,15.0,C,42
1,F,8.0,8.0,8.0,0.0,C,42
0,C,23.0,5.0,5.0,18.0,C,43
0,C,23.0,8.0,8.0,15.0,D,44
1,D,23.0,2.0,2.0,21.0,D,44
2,E,18.0,10.0,10.0,8.0,D,44
3,F,8.0,2.0,2.0,6.0,D,44
0,C,23.0,2.0,2.0,21.0,C,45
1,D,23.0,10.0,10.0,13.0,C,45
2,E,18.0,16.0,16.0,2.0,C,45
3,F,8.0,7.0,7.0,1.0,C,45
0,C,23.0,6.0,6.0,17.0,C,46
0,C,23.0,15.0,15.0,8.0,C,47
1,F,8.0,10.0,10.0,-2.0,C,47
0,C,23.0,9.0,9.0,14.0,E,48
1,D,23.0,9.0,9.0,14.0,E,48
2,E,18.0,3.0,3.0,15.0,E,48
3,F,8.0,12.0,12.0,-4.0,E,48
0,D,23.0,11.0,11.0,12.0,D,49
1,F,8.0,12.0,12.0,-4.0,D,49
0,C,23.0,10.0,10.0,13.0,C,50
1,D,23.0,18.0,18.0,5.0,C,50
2,E,18.0,12.0,12.0,6.0,C,50
0,E,18.0,2.0,2.0,16.0,E,51
0,C,23.0,4.0,4.0,19.0,C,52
0,D,23.0,7.0,7.0,16.0,D,53
1,E,18.0,11.0,11.0,7.0,D,53
0,E,18.0,12.0,12.0,6.0,E,54
0,C,23.0,8.0,8.0,15.0,C,55
0,E,18.0,10.0,10.0,8.0,E,56
0,D,23.0,8.0,8.0,15.0,D,57
1,E,18.0,7.0,7.0,11.0,D,57
2,F,8.0,9.0,9.0,-1.0,D,57
0,D,23.0,6.0,6.0,17.0,D,58
1,F,8.0,5.0,5.0,3.0,D,58
0,C,23.0,8.0,8.0,15.0,C,59
1,D,23.0,11.0,11.0,12.0,C,59
2,E,18.0,10.0,10.0,8.0,C,59
3,F,8.0,12.0,12.0,-4.0,C,59
0,D,23.0,7.0,7.0,16.0,D,60
0,C,23.0,5.0,5.0,18.0,C,61
1,D,23.0,10.0,10.0,13.0,C,61
2,E,18.0,7.0,7.0,11.0,C,61
3,F,8.0,3.0,3.0,5.0,C,61
0,D,23.0,12.0,12.0,11.0,D,62
1,F,8.0,6.0,6.0,2.0,D,62
0,D,23.0,10.0,10.0,13.0,D,63
0,D,23.0,4.0,4.0,19.0,D,64
0,C,23.0,10.0,10.0,13.0,D,65
1,D,23.0,6.0,6.0,17.0,D,65
2,E,18.0,14.0,14.0,4.0,D,65
0,C,23.0,5.0,5.0,18.0,C,66
1,F,8.0,13.0,13.0,-5.0,C,66
0,C,23.0,9.0,9.0,14.0,D,67
1,D,23.0,3.0,3.0,20.0,D,67
2,F,8.0,13.0,13.0,-5.0,D,67
0,C,23.0,7.0,7.0,16.0,D,68
1,D,23.0,4.0,4.0,19.0,D,68
2,E,18.0,4.0,4.0,14.0,D,68
0,F,8.0,14.0,14.0,-6.0,F,69
0,D,23.0,6.0,6.0,17.0,D,70
0,F,8.0,8.0,8.0,0.0,F,71
0,C,23.0,12.0,12.0,11.0,D,72
1,D,23.0,6.0,6.0,17.0,D,72
2,F,8.0,4.0,4.0,4.0,D,72
0,C,23.0,9.0,9.0,14.0,D,73
1,D,23.0,6.0,6.0,17.0,D,73
2,E,18.0,10.0,10.0,8.0,D,73
0,E,18.0,11.0,11.0,7.0,E,74
0,C,23.0,12.0,12.0,11.0,C,75
1,D,23.0,15.0,15.0,8.0,C,75
2,E,18.0,20.0,20.0,-2.0,C,75
3,F,8.0,11.0,11.0,-3.0,C,75
0,E,18.0,9.0,9.0,9.0,E,76
0,C,23.0,13.0,13.0,10.0,D,77
1,D,23.0,12.0,12.0,11.0,D,77
2,E,18.0,10.0,10.0,8.0,D,77
3,F,8.0,10.0,10.0,-2.0,D,77
0,F,8.0,13.0,13.0,-5.0,F,78
0,D,23.0,12.0,12.0,11.0,D,79
1,F,8.0,6.0,6.0,2.0,D,79
0,D,23.0,7.0,7.0,16.0,D,80
0,D,23.0,11.0,11.0,12.0,D,81
1,F,8.0,4.0,4.0,4.0,D,81
0,D,23.0,8.0,8.0,15.0,D,82
0,C,23.0,15.0,15.0,8.0,D,83
1,D,23.0,12.0,12.0,11.0,D,83
2,E,18.0,11.0,11.0,7.0,D,83
3,F,8.0,6.0,6.0,2.0,D,83
0,C,23.0,3.0,3.0,20.0,C,84
1,D,23.0,13.0,13.0,10.0,C,84
2,E,18.0,3.0,3.0,15.0,C,84
3,F,8.0,7.0,7.0,1.0,C,84
0,E,18.0,10.0,10.0,8.0,E,85
0,E,18.0,3.0,3.0,15.0,E,86
1,F,8.0,4.0,4.0,4.0,E,86
0,D,23.0,13.0,13.0,10.0,D,87
1,F,8.0,16.0,16.0,-8.0,D,87
0,C,23.0,19.0,19.0,4.0,D,88
1,D,23.0,10.0,10.0,13.0,D,88
2,E,18.0,6.0,6.0,12.0,D,88
3,F,8.0,2.0,2.0,6.0,D,88
0,D,23.0,5.0,5.0,18.0,D,89
0,C,23.0,8.0,8.0,15.0,D,90
1,D,23.0,5.0,5.0,18.0,D,90
2,E,18.0,12.0,12.0,6.0,D,90
0,F,8.0,2.0,2.0,6.0,F,91
0,C,23.0,18.0,18.0,5.0,D,92
1,D,23.0,13.0,13.0,10.0,D,92
2,F,8.0,4.0,4.0,4.0,D,92
0,C,23.0,10.0,10.0,13.0,D,93
1,D,23.0,4.0,4.0,19.0,D,93
0,F,8.0,9.0,9.0,-1.0,F,94
0,C,23.0,8.0,8.0,15.0,C,95
1,D,23.0,11.0,11.0,12.0,C,95
2,E,18.0,8.0,8.0,10.0,C,95
0,C,23.0,7.0,7.0,16.0,C,96
1,D,23.0,9.0,9.0,14.0,C,96
2,E,18.0,9.0,9.0,9.0,C,96
3,F,8.0,20.0,20.0,-12.0,C,96
0,E,18.0,12.0,12.0,6.0,E,97
0,D,23.0,8.0,8.0,15.0,D,98
1,F,8.0,4.0,4.0,4.0,D,98
0,C,23.0,8.0,8.0,15.0,C,99
1,F,8.0,11.0,11.0,-3.0,C,99
0,C,23.0,12.0,12.0,11.0,C,100
1,D,23.0,19.0,19.0,4.0,C,100
2,E,18.0,8.0,8.0,10.0,C,100
3,F,8.0,9.0,9.0,-1.0,C,100
0,C,23.0,7.0,7.0,16.0,C,101
1,D,23.0,13.0,13.0,10.0,C,101
2,E,18.0,5.0,5.0,13.0,C,101
3,F,8.0,8.0,8.0,0.0,C,101
0,D,23.0,12.0,12.0,11.0,D,102
1,E,18.0,9.0,9.0,9.0,D,102
0,C,23.0,12.0,12.0,11.0,D,103
1,D,23.0,12.0,12.0,11.0,D,103
2,E,18.0,8.0,8.0,10.0,D,103
0,E,18.0,4.0,4.0,14.0,E,104
1,F,8.0,11.0,11.0,-3.0,E,104
